
SetupTitle, Transfer(1)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vgs
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Ids
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.001
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/21/2020 19:40:45
MetaData, TestRecord.TestTarget, 0609d23
MetaData, TestRecord.IterationIndex, 45
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, c5a76abd-93a6-4ae7-91fb-16477d6bd76c
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgs
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Ids
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 2.2E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 8.8E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.0002500625156289072
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.0002500625156289072
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.0002500625156289072
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.0002500625156289072
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.0002500625156289072
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=Vgs, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=50 mV, No. of Steps=201, Compliance=50 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=Vds, Start=10 mV, Stop=30 mV, Step=20 mV, No. of Steps=2, Compliance=50 mA, Pwr Comp=OFF
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vds	0.01,0.03	0.01	0.02	2
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer(1)
Dimension1, 402, 402
Dimension2, 2, 2
DataName, Vgs, Ids
DataValue, -5, 3.0461000000000005E-10
DataValue, -4.95, 2.2879000000000002E-10
DataValue, -4.9, 2.5946E-10
DataValue, -4.8500000000000005, 3.0566E-10
DataValue, -4.8, 2.8054000000000005E-10
DataValue, -4.75, 3.4909000000000003E-10
DataValue, -4.7, 3.429E-10
DataValue, -4.65, 3.9281E-10
DataValue, -4.6000000000000005, 3.8145E-10
DataValue, -4.55, 4.1462E-10
DataValue, -4.5, 3.7190000000000003E-10
DataValue, -4.45, 4.5366E-10
DataValue, -4.4, 4.2259000000000004E-10
DataValue, -4.3500000000000005, 4.7435E-10
DataValue, -4.3, 4.3481E-10
DataValue, -4.25, 5.5861E-10
DataValue, -4.2, 6.0077000000000009E-10
DataValue, -4.15, 7.3219E-10
DataValue, -4.1, 6.8727E-10
DataValue, -4.05, 7.825E-10
DataValue, -4, 7.0805000000000005E-10
DataValue, -3.95, 8.9525000000000009E-10
DataValue, -3.9, 8.657E-10
DataValue, -3.85, 1.0405600000000002E-09
DataValue, -3.8000000000000003, 9.5807E-10
DataValue, -3.75, 1.133E-09
DataValue, -3.7, 1.1231E-09
DataValue, -3.65, 1.2499E-09
DataValue, -3.6, 1.3811E-09
DataValue, -3.5500000000000003, 1.5569E-09
DataValue, -3.5, 1.7566E-09
DataValue, -3.45, 1.8107E-09
DataValue, -3.4, 1.9154E-09
DataValue, -3.35, 2.0025E-09
DataValue, -3.3000000000000003, 2.2661E-09
DataValue, -3.25, 2.5672E-09
DataValue, -3.2, 2.591E-09
DataValue, -3.15, 2.7248E-09
DataValue, -3.1, 3.0678E-09
DataValue, -3.0500000000000003, 3.1848E-09
DataValue, -3, 3.4415E-09
DataValue, -2.95, 3.765E-09
DataValue, -2.9, 3.9549E-09
DataValue, -2.85, 4.4307E-09
DataValue, -2.8000000000000003, 4.9475E-09
DataValue, -2.75, 5.0637E-09
DataValue, -2.7, 5.3864E-09
DataValue, -2.65, 5.7287E-09
DataValue, -2.6, 6.3956E-09
DataValue, -2.5500000000000003, 6.7521E-09
DataValue, -2.5, 7.0525E-09
DataValue, -2.45, 7.8165E-09
DataValue, -2.4, 8.4653E-09
DataValue, -2.35, 9.3023E-09
DataValue, -2.3000000000000003, 9.4465E-09
DataValue, -2.25, 9.8498E-09
DataValue, -2.2, 1.02426E-08
DataValue, -2.15, 1.14828E-08
DataValue, -2.1, 1.12972E-08
DataValue, -2.05, 1.3867799999999998E-08
DataValue, -2, 1.4701199999999998E-08
DataValue, -1.95, 1.6022E-08
DataValue, -1.9000000000000001, 1.75598E-08
DataValue, -1.85, 1.9045199999999997E-08
DataValue, -1.8, 1.97368E-08
DataValue, -1.75, 1.9831799999999998E-08
DataValue, -1.7, 2.118E-08
DataValue, -1.6500000000000001, 2.25952E-08
DataValue, -1.6, 2.5354199999999998E-08
DataValue, -1.55, 2.5782E-08
DataValue, -1.5, 2.8168999999999996E-08
DataValue, -1.45, 2.8652399999999996E-08
DataValue, -1.4000000000000001, 2.9611199999999997E-08
DataValue, -1.35, 3.15044E-08
DataValue, -1.3, 3.48424E-08
DataValue, -1.25, 3.64348E-08
DataValue, -1.2, 3.8122199999999993E-08
DataValue, -1.1500000000000001, 3.9791199999999993E-08
DataValue, -1.1, 4.1937999999999995E-08
DataValue, -1.05, 4.2700399999999994E-08
DataValue, -1, 4.48158E-08
DataValue, -0.95000000000000007, 4.7150199999999993E-08
DataValue, -0.9, 4.9319599999999993E-08
DataValue, -0.85, 5.25216E-08
DataValue, -0.8, 5.4611199999999996E-08
DataValue, -0.75, 5.6886799999999994E-08
DataValue, -0.70000000000000007, 5.8548799999999993E-08
DataValue, -0.65, 6.13396E-08
DataValue, -0.6, 6.3016999999999988E-08
DataValue, -0.55, 6.62066E-08
DataValue, -0.5, 6.8866199999999987E-08
DataValue, -0.45, 7.0820599999999988E-08
DataValue, -0.4, 7.375E-08
DataValue, -0.35000000000000003, 7.47342E-08
DataValue, -0.3, 7.73296E-08
DataValue, -0.25, 8.0314999999999988E-08
DataValue, -0.2, 8.20382E-08
DataValue, -0.15, 8.5355799999999989E-08
DataValue, -0.1, 8.78204E-08
DataValue, -0.05, 9.11892E-08
DataValue, 0, 9.3146599999999985E-08
DataValue, 0.05, 9.601939999999999E-08
DataValue, 0.1, 9.85322E-08
DataValue, 0.15, 1.0082619999999999E-07
DataValue, 0.2, 1.034102E-07
DataValue, 0.25, 1.070522E-07
DataValue, 0.3, 1.1048259999999999E-07
DataValue, 0.35000000000000003, 1.1301339999999999E-07
DataValue, 0.4, 1.1554E-07
DataValue, 0.45, 1.1902E-07
DataValue, 0.5, 1.2202E-07
DataValue, 0.55, 1.2412E-07
DataValue, 0.6, 1.2656E-07
DataValue, 0.65, 1.2909999999999999E-07
DataValue, 0.70000000000000007, 1.325E-07
DataValue, 0.75, 1.3425999999999999E-07
DataValue, 0.8, 1.3593999999999999E-07
DataValue, 0.85, 1.388E-07
DataValue, 0.9, 1.4114E-07
DataValue, 0.95000000000000007, 1.4332E-07
DataValue, 1, 1.4487999999999998E-07
DataValue, 1.05, 1.4884E-07
DataValue, 1.1, 1.5212E-07
DataValue, 1.1500000000000001, 1.5316E-07
DataValue, 1.2, 1.5596E-07
DataValue, 1.25, 1.5827999999999999E-07
DataValue, 1.3, 1.6026E-07
DataValue, 1.35, 1.628E-07
DataValue, 1.4000000000000001, 1.655E-07
DataValue, 1.45, 1.6805999999999998E-07
DataValue, 1.5, 1.7096E-07
DataValue, 1.55, 1.7316E-07
DataValue, 1.6, 1.7632E-07
DataValue, 1.6500000000000001, 1.7822E-07
DataValue, 1.7, 1.81E-07
DataValue, 1.75, 1.8264E-07
DataValue, 1.8, 1.8498E-07
DataValue, 1.85, 1.8734E-07
DataValue, 1.9000000000000001, 1.8913999999999999E-07
DataValue, 1.95, 1.9095999999999998E-07
DataValue, 2, 1.9314E-07
DataValue, 2.05, 1.9494E-07
DataValue, 2.1, 1.981E-07
DataValue, 2.15, 2.0052E-07
DataValue, 2.2, 2.0258E-07
DataValue, 2.25, 2.0446E-07
DataValue, 2.3000000000000003, 2.0614E-07
DataValue, 2.35, 2.074E-07
DataValue, 2.4, 2.0944E-07
DataValue, 2.45, 2.1296E-07
DataValue, 2.5, 2.1426E-07
DataValue, 2.5500000000000003, 2.1623999999999998E-07
DataValue, 2.6, 2.1802E-07
DataValue, 2.65, 2.2094E-07
DataValue, 2.7, 2.2298E-07
DataValue, 2.75, 2.2374E-07
DataValue, 2.8000000000000003, 2.2652E-07
DataValue, 2.85, 2.2832E-07
DataValue, 2.9, 2.308E-07
DataValue, 2.95, 2.33E-07
DataValue, 3, 2.3498E-07
DataValue, 3.0500000000000003, 2.368E-07
DataValue, 3.1, 2.3898E-07
DataValue, 3.15, 2.3932E-07
DataValue, 3.2, 2.3938E-07
DataValue, 3.25, 2.4308E-07
DataValue, 3.3000000000000003, 2.4465999999999997E-07
DataValue, 3.35, 2.4742E-07
DataValue, 3.4, 2.4798E-07
DataValue, 3.45, 2.486E-07
DataValue, 3.5, 2.5002E-07
DataValue, 3.5500000000000003, 2.5172E-07
DataValue, 3.6, 2.5292E-07
DataValue, 3.65, 2.539E-07
DataValue, 3.7, 2.5492E-07
DataValue, 3.75, 2.588E-07
DataValue, 3.8000000000000003, 2.6054E-07
DataValue, 3.85, 2.6042E-07
DataValue, 3.9, 2.6328E-07
DataValue, 3.95, 2.6442E-07
DataValue, 4, 2.6652E-07
DataValue, 4.05, 2.6714E-07
DataValue, 4.1, 2.689E-07
DataValue, 4.15, 2.7014E-07
DataValue, 4.2, 2.6977999999999997E-07
DataValue, 4.25, 2.7214E-07
DataValue, 4.3, 2.7424E-07
DataValue, 4.3500000000000005, 2.7508E-07
DataValue, 4.4, 2.7642E-07
DataValue, 4.45, 2.7746E-07
DataValue, 4.5, 2.7954E-07
DataValue, 4.55, 2.8056E-07
DataValue, 4.6000000000000005, 2.8256E-07
DataValue, 4.65, 2.8331999999999997E-07
DataValue, 4.7, 2.8588E-07
DataValue, 4.75, 2.8648E-07
DataValue, 4.8, 2.8726E-07
DataValue, 4.8500000000000005, 2.8774E-07
DataValue, 4.9, 2.8956E-07
DataValue, 4.95, 2.8938E-07
DataValue, 5, 2.9171999999999997E-07
DataValue, 5, 2.8918E-07
DataValue, 4.95, 2.8912E-07
DataValue, 4.9, 2.8555999999999997E-07
DataValue, 4.8500000000000005, 2.8638E-07
DataValue, 4.8, 2.8476E-07
DataValue, 4.75, 2.8394E-07
DataValue, 4.7, 2.8194E-07
DataValue, 4.65, 2.824E-07
DataValue, 4.6000000000000005, 2.8058E-07
DataValue, 4.55, 2.8074E-07
DataValue, 4.5, 2.7918E-07
DataValue, 4.45, 2.7928E-07
DataValue, 4.4, 2.7716E-07
DataValue, 4.3500000000000005, 2.7579999999999997E-07
DataValue, 4.3, 2.7648E-07
DataValue, 4.25, 2.7492E-07
DataValue, 4.2, 2.7278E-07
DataValue, 4.15, 2.7246E-07
DataValue, 4.1, 2.7136E-07
DataValue, 4.05, 2.7042E-07
DataValue, 4, 2.706E-07
DataValue, 3.95, 2.68E-07
DataValue, 3.9, 2.6638E-07
DataValue, 3.85, 2.6444E-07
DataValue, 3.8000000000000003, 2.6434E-07
DataValue, 3.75, 2.6138E-07
DataValue, 3.7, 2.5998E-07
DataValue, 3.65, 2.581E-07
DataValue, 3.6, 2.5874E-07
DataValue, 3.5500000000000003, 2.5682E-07
DataValue, 3.5, 2.5592E-07
DataValue, 3.45, 2.5396E-07
