
SetupTitle, Transfer(1)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vgs
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Ids
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.001
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/21/2020 19:00:17
MetaData, TestRecord.TestTarget, 0806a12
MetaData, TestRecord.IterationIndex, 22
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 13b9359c-69e1-45e7-9c4e-a8d9ac5e7b96
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgs
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Ids
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 9.2E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 8.1E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.0001135931488514745
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.0001135931488514745
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.0001135931488514745
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.0001135931488514745
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.0001135931488514745
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=Vgs, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=50 mV, No. of Steps=201, Compliance=50 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=Vds, Start=10 mV, Stop=30 mV, Step=20 mV, No. of Steps=2, Compliance=50 mA, Pwr Comp=OFF
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vds	0.01,0.03	0.01	0.02	2
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer(1)
Dimension1, 402, 402
Dimension2, 2, 2
DataName, Vgs, Ids
DataValue, -5, 9.24062E-11
DataValue, -4.95, 1.1546000000000001E-10
DataValue, -4.9, 1.1423E-10
DataValue, -4.8500000000000005, 1.1686E-10
DataValue, -4.8, 1.3118E-10
DataValue, -4.75, 1.3613E-10
DataValue, -4.7, 1.5188000000000002E-10
DataValue, -4.65, 1.7096000000000002E-10
DataValue, -4.6000000000000005, 1.8661000000000002E-10
DataValue, -4.55, 2.0088E-10
DataValue, -4.5, 2.4581E-10
DataValue, -4.45, 2.4525E-10
DataValue, -4.4, 2.5535E-10
DataValue, -4.3500000000000005, 2.5283E-10
DataValue, -4.3, 3.0201E-10
DataValue, -4.25, 3.5058000000000004E-10
DataValue, -4.2, 3.8749E-10
DataValue, -4.15, 3.8237000000000005E-10
DataValue, -4.1, 4.7590000000000008E-10
DataValue, -4.05, 5.1084000000000007E-10
DataValue, -4, 5.6342E-10
DataValue, -3.95, 6.3824000000000006E-10
DataValue, -3.9, 6.5172E-10
DataValue, -3.85, 6.440300000000001E-10
DataValue, -3.8000000000000003, 7.5642000000000006E-10
DataValue, -3.75, 8.7081000000000012E-10
DataValue, -3.7, 7.8981000000000009E-10
DataValue, -3.65, 9.6727000000000011E-10
DataValue, -3.6, 1.1328100000000001E-09
DataValue, -3.5500000000000003, 9.105E-10
DataValue, -3.5, 1.072E-09
DataValue, -3.45, 1.26E-09
DataValue, -3.4, 1.427E-09
DataValue, -3.35, 1.4837E-09
DataValue, -3.3000000000000003, 1.6426E-09
DataValue, -3.25, 2.0977E-09
DataValue, -3.2, 2.2095E-09
DataValue, -3.15, 2.3014E-09
DataValue, -3.1, 2.569E-09
DataValue, -3.0500000000000003, 2.5422E-09
DataValue, -3, 2.5416E-09
DataValue, -2.95, 2.9076E-09
DataValue, -2.9, 3.2785E-09
DataValue, -2.85, 3.6E-09
DataValue, -2.8000000000000003, 3.9584E-09
DataValue, -2.75, 4.4579E-09
DataValue, -2.7, 4.7402E-09
DataValue, -2.65, 5.2608E-09
DataValue, -2.6, 5.8989999999999996E-09
DataValue, -2.5500000000000003, 6.8966E-09
DataValue, -2.5, 7.7685E-09
DataValue, -2.45, 8.548E-09
DataValue, -2.4, 8.4861E-09
DataValue, -2.35, 9.5796E-09
DataValue, -2.3000000000000003, 1.05092E-08
DataValue, -2.25, 1.133E-08
DataValue, -2.2, 1.1243799999999999E-08
DataValue, -2.15, 1.1453799999999999E-08
DataValue, -2.1, 1.2784799999999999E-08
DataValue, -2.05, 1.4711599999999998E-08
DataValue, -2, 1.6080399999999998E-08
DataValue, -1.95, 1.71472E-08
DataValue, -1.9000000000000001, 1.8217999999999998E-08
DataValue, -1.85, 1.9773599999999997E-08
DataValue, -1.8, 2.0534199999999998E-08
DataValue, -1.75, 2.21968E-08
DataValue, -1.7, 2.3774399999999997E-08
DataValue, -1.6500000000000001, 2.5045599999999996E-08
DataValue, -1.6, 2.6599599999999998E-08
DataValue, -1.55, 2.68916E-08
DataValue, -1.5, 2.82136E-08
DataValue, -1.45, 3.01514E-08
DataValue, -1.4000000000000001, 3.18886E-08
DataValue, -1.35, 3.31296E-08
DataValue, -1.3, 3.6057199999999994E-08
DataValue, -1.25, 3.7977199999999994E-08
DataValue, -1.2, 3.9226599999999996E-08
DataValue, -1.1500000000000001, 4.1913799999999996E-08
DataValue, -1.1, 4.4201599999999993E-08
DataValue, -1.05, 4.6459399999999994E-08
DataValue, -1, 4.8529199999999995E-08
DataValue, -0.95000000000000007, 4.9700799999999992E-08
DataValue, -0.9, 5.2438799999999993E-08
DataValue, -0.85, 5.4232999999999993E-08
DataValue, -0.8, 5.73918E-08
DataValue, -0.75, 5.8483199999999993E-08
DataValue, -0.70000000000000007, 6.0457399999999992E-08
DataValue, -0.65, 6.2989E-08
DataValue, -0.6, 6.51766E-08
DataValue, -0.55, 6.7801999999999987E-08
DataValue, -0.5, 7.003839999999999E-08
DataValue, -0.45, 7.2402799999999992E-08
DataValue, -0.4, 7.49388E-08
DataValue, -0.35000000000000003, 7.61202E-08
DataValue, -0.3, 7.90772E-08
DataValue, -0.25, 8.19048E-08
DataValue, -0.2, 8.45798E-08
DataValue, -0.15, 8.689679999999999E-08
DataValue, -0.1, 8.8596599999999987E-08
DataValue, -0.05, 9.0565999999999992E-08
DataValue, 0, 9.29118E-08
DataValue, 0.05, 9.5049599999999986E-08
DataValue, 0.1, 9.74518E-08
DataValue, 0.15, 9.9991599999999991E-08
DataValue, 0.2, 1.0258139999999999E-07
DataValue, 0.25, 1.053482E-07
DataValue, 0.3, 1.0809159999999999E-07
DataValue, 0.35000000000000003, 1.1044399999999999E-07
DataValue, 0.4, 1.1282519999999999E-07
DataValue, 0.45, 1.1499659999999999E-07
DataValue, 0.5, 1.1528E-07
DataValue, 0.55, 1.1758E-07
DataValue, 0.6, 1.2126E-07
DataValue, 0.65, 1.2225999999999998E-07
DataValue, 0.70000000000000007, 1.253E-07
DataValue, 0.75, 1.266E-07
DataValue, 0.8, 1.2979999999999998E-07
DataValue, 0.85, 1.3214E-07
DataValue, 0.9, 1.3411999999999999E-07
DataValue, 0.95000000000000007, 1.3724E-07
DataValue, 1, 1.3954E-07
DataValue, 1.05, 1.4118E-07
DataValue, 1.1, 1.4368E-07
DataValue, 1.1500000000000001, 1.4529999999999998E-07
DataValue, 1.2, 1.4816E-07
DataValue, 1.25, 1.4958E-07
DataValue, 1.3, 1.5068E-07
DataValue, 1.35, 1.5381999999999998E-07
DataValue, 1.4000000000000001, 1.5642E-07
DataValue, 1.45, 1.5694E-07
DataValue, 1.5, 1.5826E-07
DataValue, 1.55, 1.6128E-07
DataValue, 1.6, 1.6343999999999999E-07
DataValue, 1.6500000000000001, 1.6546E-07
DataValue, 1.7, 1.6844E-07
DataValue, 1.75, 1.6964E-07
DataValue, 1.8, 1.7026E-07
DataValue, 1.85, 1.732E-07
DataValue, 1.9000000000000001, 1.7517999999999998E-07
DataValue, 1.95, 1.7848E-07
DataValue, 2, 1.7942E-07
DataValue, 2.05, 1.8168E-07
DataValue, 2.1, 1.8341999999999998E-07
DataValue, 2.15, 1.8605999999999999E-07
DataValue, 2.2, 1.874E-07
DataValue, 2.25, 1.9004E-07
DataValue, 2.3000000000000003, 1.906E-07
DataValue, 2.35, 1.9392E-07
DataValue, 2.4, 1.9562E-07
DataValue, 2.45, 1.9842E-07
DataValue, 2.5, 1.982E-07
DataValue, 2.5500000000000003, 2.0101999999999998E-07
DataValue, 2.6, 2.0264E-07
DataValue, 2.65, 2.0404E-07
DataValue, 2.7, 2.0435999999999999E-07
DataValue, 2.75, 2.0634E-07
DataValue, 2.8000000000000003, 2.0806E-07
DataValue, 2.85, 2.1038E-07
DataValue, 2.9, 2.115E-07
DataValue, 2.95, 2.1334E-07
DataValue, 3, 2.1476E-07
DataValue, 3.0500000000000003, 2.1626E-07
DataValue, 3.1, 2.1598E-07
DataValue, 3.15, 2.1794E-07
DataValue, 3.2, 2.1999999999999999E-07
DataValue, 3.25, 2.212E-07
DataValue, 3.3000000000000003, 2.2382E-07
DataValue, 3.35, 2.2461999999999998E-07
DataValue, 3.4, 2.2616E-07
DataValue, 3.45, 2.2816E-07
DataValue, 3.5, 2.3005999999999998E-07
DataValue, 3.5500000000000003, 2.3148E-07
DataValue, 3.6, 2.318E-07
DataValue, 3.65, 2.3378E-07
DataValue, 3.7, 2.3376E-07
DataValue, 3.75, 2.358E-07
DataValue, 3.8000000000000003, 2.356E-07
DataValue, 3.85, 2.3787999999999998E-07
DataValue, 3.9, 2.4016E-07
DataValue, 3.95, 2.4017999999999997E-07
DataValue, 4, 2.4128E-07
DataValue, 4.05, 2.4276E-07
DataValue, 4.1, 2.4436E-07
DataValue, 4.15, 2.4526E-07
DataValue, 4.2, 2.4686E-07
DataValue, 4.25, 2.4654E-07
DataValue, 4.3, 2.4888E-07
DataValue, 4.3500000000000005, 2.517E-07
DataValue, 4.4, 2.5147999999999997E-07
DataValue, 4.45, 2.5264E-07
DataValue, 4.5, 2.5371999999999997E-07
DataValue, 4.55, 2.5448E-07
DataValue, 4.6000000000000005, 2.5626E-07
DataValue, 4.65, 2.5735999999999997E-07
DataValue, 4.7, 2.5914E-07
DataValue, 4.75, 2.5982E-07
DataValue, 4.8, 2.6022E-07
DataValue, 4.8500000000000005, 2.6029999999999997E-07
DataValue, 4.9, 2.6058E-07
DataValue, 4.95, 2.6242E-07
DataValue, 5, 2.6488E-07
DataValue, 5, 2.6428E-07
DataValue, 4.95, 2.6332E-07
DataValue, 4.9, 2.6248E-07
DataValue, 4.8500000000000005, 2.6158E-07
DataValue, 4.8, 2.5987999999999997E-07
DataValue, 4.75, 2.591E-07
DataValue, 4.7, 2.5808E-07
DataValue, 4.65, 2.5702E-07
DataValue, 4.6000000000000005, 2.5546E-07
DataValue, 4.55, 2.5368E-07
DataValue, 4.5, 2.5268E-07
DataValue, 4.45, 2.5144E-07
DataValue, 4.4, 2.517E-07
DataValue, 4.3500000000000005, 2.5007999999999997E-07
DataValue, 4.3, 2.489E-07
DataValue, 4.25, 2.4786E-07
DataValue, 4.2, 2.4566E-07
DataValue, 4.15, 2.4468E-07
DataValue, 4.1, 2.4344E-07
DataValue, 4.05, 2.421E-07
DataValue, 4, 2.4178E-07
DataValue, 3.95, 2.3856E-07
DataValue, 3.9, 2.3872E-07
DataValue, 3.85, 2.3815999999999998E-07
DataValue, 3.8000000000000003, 2.3752E-07
DataValue, 3.75, 2.357E-07
DataValue, 3.7, 2.3426E-07
