
SetupTitle, Transfer(1)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vgs
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Ids
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.001
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/21/2020 18:56:56
MetaData, TestRecord.TestTarget, 0407c56
MetaData, TestRecord.IterationIndex, 19
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 8c1c4e47-90c5-490e-817e-fae5d76b2819
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgs
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Ids
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.4E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.3E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.00060906638823631778
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.00060906638823631778
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.00060906638823631778
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.00060906638823631778
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.00060906638823631778
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=Vgs, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=50 mV, No. of Steps=201, Compliance=50 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=Vds, Start=10 mV, Stop=30 mV, Step=20 mV, No. of Steps=2, Compliance=50 mA, Pwr Comp=OFF
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vds	0.01,0.03	0.01	0.02	2
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer(1)
Dimension1, 402, 402
Dimension2, 2, 2
DataName, Vgs, Ids
DataValue, -5, 1.5628E-09
DataValue, -4.95, 1.5092E-09
DataValue, -4.9, 1.6539E-09
DataValue, -4.8500000000000005, 1.6557E-09
DataValue, -4.8, 1.5836E-09
DataValue, -4.75, 1.867E-09
DataValue, -4.7, 1.8633E-09
DataValue, -4.65, 1.8772E-09
DataValue, -4.6000000000000005, 2.1226E-09
DataValue, -4.55, 1.9813E-09
DataValue, -4.5, 2.2615E-09
DataValue, -4.45, 2.2744E-09
DataValue, -4.4, 2.5644E-09
DataValue, -4.3500000000000005, 2.5117E-09
DataValue, -4.3, 2.6351E-09
DataValue, -4.25, 2.735E-09
DataValue, -4.2, 2.8876E-09
DataValue, -4.15, 3.2247E-09
DataValue, -4.1, 3.4612E-09
DataValue, -4.05, 3.4143E-09
DataValue, -4, 3.6792E-09
DataValue, -3.95, 3.8681E-09
DataValue, -3.9, 3.9331E-09
DataValue, -3.85, 3.9779E-09
DataValue, -3.8000000000000003, 4.1368E-09
DataValue, -3.75, 4.2929E-09
DataValue, -3.7, 4.7433E-09
DataValue, -3.65, 4.7265E-09
DataValue, -3.6, 4.7475E-09
DataValue, -3.5500000000000003, 4.7691E-09
DataValue, -3.5, 5.3953E-09
DataValue, -3.45, 5.3326E-09
DataValue, -3.4, 5.4526999999999996E-09
DataValue, -3.35, 6.5402E-09
DataValue, -3.3000000000000003, 7.2216E-09
DataValue, -3.25, 6.9272E-09
DataValue, -3.2, 6.7282E-09
DataValue, -3.15, 7.1775E-09
DataValue, -3.1, 7.5686E-09
DataValue, -3.0500000000000003, 8.9487E-09
DataValue, -3, 9.4905E-09
DataValue, -2.95, 9.6291E-09
DataValue, -2.9, 9.8803E-09
DataValue, -2.85, 9.7124E-09
DataValue, -2.8000000000000003, 1.0396E-08
DataValue, -2.75, 1.13192E-08
DataValue, -2.7, 1.2278599999999999E-08
DataValue, -2.65, 1.3833799999999999E-08
DataValue, -2.6, 1.5085399999999998E-08
DataValue, -2.5500000000000003, 1.6411999999999998E-08
DataValue, -2.5, 1.76888E-08
DataValue, -2.45, 1.98828E-08
DataValue, -2.4, 2.0507999999999997E-08
DataValue, -2.35, 2.21788E-08
DataValue, -2.3000000000000003, 2.1903799999999998E-08
DataValue, -2.25, 2.3646599999999998E-08
DataValue, -2.2, 2.6031199999999998E-08
DataValue, -2.15, 2.7880399999999997E-08
DataValue, -2.1, 2.9329799999999998E-08
DataValue, -2.05, 3.3254399999999996E-08
DataValue, -2, 3.41752E-08
DataValue, -1.95, 3.6557399999999996E-08
DataValue, -1.9000000000000001, 4.1052599999999995E-08
DataValue, -1.85, 4.044E-08
DataValue, -1.8, 4.5666999999999995E-08
DataValue, -1.75, 4.6488799999999996E-08
DataValue, -1.7, 4.8082999999999995E-08
DataValue, -1.6500000000000001, 5.2713E-08
DataValue, -1.6, 5.5963599999999996E-08
DataValue, -1.55, 5.7914399999999993E-08
DataValue, -1.5, 6.04162E-08
DataValue, -1.45, 6.2997199999999989E-08
DataValue, -1.4000000000000001, 6.71342E-08
DataValue, -1.35, 7.0477199999999987E-08
DataValue, -1.3, 7.3065599999999992E-08
DataValue, -1.25, 7.525319999999999E-08
DataValue, -1.2, 7.81818E-08
DataValue, -1.1500000000000001, 8.3074599999999986E-08
DataValue, -1.1, 8.72124E-08
DataValue, -1.05, 8.953E-08
DataValue, -1, 9.5571799999999993E-08
DataValue, -0.95000000000000007, 9.9230399999999991E-08
DataValue, -0.9, 1.0543279999999999E-07
DataValue, -0.85, 1.0842299999999999E-07
DataValue, -0.8, 1.1499619999999999E-07
DataValue, -0.75, 1.249E-07
DataValue, -0.70000000000000007, 1.3082E-07
DataValue, -0.65, 1.3536E-07
DataValue, -0.6, 1.4146E-07
DataValue, -0.55, 1.4724E-07
DataValue, -0.5, 1.5218E-07
DataValue, -0.45, 1.5896E-07
DataValue, -0.4, 1.5995999999999998E-07
DataValue, -0.35000000000000003, 1.7034E-07
DataValue, -0.3, 1.7628E-07
DataValue, -0.25, 1.8288E-07
DataValue, -0.2, 1.8706E-07
DataValue, -0.15, 1.9527999999999999E-07
DataValue, -0.1, 1.9894E-07
DataValue, -0.05, 2.0526E-07
DataValue, 0, 2.1126E-07
DataValue, 0.05, 2.1766E-07
DataValue, 0.1, 2.2454E-07
DataValue, 0.15, 2.3262E-07
DataValue, 0.2, 2.3762E-07
DataValue, 0.25, 2.4422E-07
DataValue, 0.3, 2.4812E-07
DataValue, 0.35000000000000003, 2.5441999999999997E-07
DataValue, 0.4, 2.65E-07
DataValue, 0.45, 2.7068E-07
DataValue, 0.5, 2.779E-07
DataValue, 0.55, 2.8368E-07
DataValue, 0.6, 2.8888E-07
DataValue, 0.65, 2.9534E-07
DataValue, 0.70000000000000007, 3.0133999999999997E-07
DataValue, 0.75, 3.079E-07
DataValue, 0.8, 3.1612E-07
DataValue, 0.85, 3.2254E-07
DataValue, 0.9, 3.2918E-07
DataValue, 0.95000000000000007, 3.3586E-07
DataValue, 1, 3.4342E-07
DataValue, 1.05, 3.4918E-07
DataValue, 1.1, 3.5748E-07
DataValue, 1.1500000000000001, 3.6178E-07
DataValue, 1.2, 3.666E-07
DataValue, 1.25, 3.7502E-07
DataValue, 1.3, 3.8208E-07
DataValue, 1.35, 3.8756E-07
DataValue, 1.4000000000000001, 3.9538E-07
DataValue, 1.45, 4.0126E-07
DataValue, 1.5, 4.1E-07
DataValue, 1.55, 4.1594E-07
DataValue, 1.6, 4.2274E-07
DataValue, 1.6500000000000001, 4.3107999999999997E-07
DataValue, 1.7, 4.3582E-07
DataValue, 1.75, 4.429E-07
DataValue, 1.8, 4.504E-07
DataValue, 1.85, 4.5658E-07
DataValue, 1.9000000000000001, 4.62E-07
DataValue, 1.95, 4.6756E-07
DataValue, 2, 4.7494E-07
DataValue, 2.05, 4.8119999999999994E-07
DataValue, 2.1, 4.8384E-07
DataValue, 2.15, 4.8872E-07
DataValue, 2.2, 4.962E-07
DataValue, 2.25, 5.0228E-07
DataValue, 2.3000000000000003, 5.0738E-07
DataValue, 2.35, 5.1082E-07
DataValue, 2.4, 5.176E-07
DataValue, 2.45, 5.2142E-07
DataValue, 2.5, 5.2848E-07
DataValue, 2.5500000000000003, 5.3094E-07
DataValue, 2.6, 5.3944E-07
DataValue, 2.65, 5.4382E-07
DataValue, 2.7, 5.4872E-07
DataValue, 2.75, 5.538E-07
DataValue, 2.8000000000000003, 5.5998E-07
DataValue, 2.85, 5.6174E-07
DataValue, 2.9, 5.6896E-07
DataValue, 2.95, 5.736E-07
DataValue, 3, 5.7788E-07
DataValue, 3.0500000000000003, 5.815E-07
DataValue, 3.1, 5.8784E-07
DataValue, 3.15, 5.9128E-07
DataValue, 3.2, 5.9434E-07
DataValue, 3.25, 5.9874E-07
DataValue, 3.3000000000000003, 6.0358E-07
DataValue, 3.35, 6.0882E-07
DataValue, 3.4, 6.1082E-07
DataValue, 3.45, 6.1494E-07
DataValue, 3.5, 6.1784E-07
DataValue, 3.5500000000000003, 6.2002E-07
DataValue, 3.6, 6.229E-07
DataValue, 3.65, 6.295E-07
DataValue, 3.7, 6.328E-07
DataValue, 3.75, 6.3772E-07
DataValue, 3.8000000000000003, 6.382E-07
DataValue, 3.85, 6.4418E-07
DataValue, 3.9, 6.481E-07
DataValue, 3.95, 6.5112E-07
DataValue, 4, 6.5732E-07
DataValue, 4.05, 6.5996E-07
DataValue, 4.1, 6.6256E-07
DataValue, 4.15, 6.6646E-07
DataValue, 4.2, 6.7142E-07
DataValue, 4.25, 6.7274E-07
DataValue, 4.3, 6.7671999999999993E-07
DataValue, 4.3500000000000005, 6.8032E-07
DataValue, 4.4, 6.8572E-07
DataValue, 4.45, 6.8744E-07
DataValue, 4.5, 6.9116E-07
DataValue, 4.55, 6.9572E-07
DataValue, 4.6000000000000005, 6.9752E-07
DataValue, 4.65, 7.0164E-07
DataValue, 4.7, 7.0982E-07
DataValue, 4.75, 7.1051999999999993E-07
DataValue, 4.8, 7.1256E-07
DataValue, 4.8500000000000005, 7.1892E-07
DataValue, 4.9, 7.1982E-07
DataValue, 4.95, 7.2078E-07
DataValue, 5, 7.2526E-07
DataValue, 5, 7.2482E-07
DataValue, 4.95, 7.2789999999999995E-07
DataValue, 4.9, 7.2692E-07
DataValue, 4.8500000000000005, 7.2761999999999995E-07
DataValue, 4.8, 7.247E-07
DataValue, 4.75, 7.2328E-07
DataValue, 4.7, 7.2366E-07
DataValue, 4.65, 7.2026E-07
DataValue, 4.6000000000000005, 7.1816E-07
DataValue, 4.55, 7.196E-07
DataValue, 4.5, 7.1864E-07
DataValue, 4.45, 7.1714E-07
DataValue, 4.4, 7.1312E-07
DataValue, 4.3500000000000005, 7.113E-07
DataValue, 4.3, 7.1266E-07
DataValue, 4.25, 7.107E-07
DataValue, 4.2, 7.0781999999999994E-07
DataValue, 4.15, 7.0725999999999994E-07
DataValue, 4.1, 7.0546E-07
DataValue, 4.05, 7.0249999999999994E-07
DataValue, 4, 7.0438E-07
DataValue, 3.95, 7.0148E-07
DataValue, 3.9, 6.9894E-07
DataValue, 3.85, 6.9623999999999994E-07
DataValue, 3.8000000000000003, 6.9476E-07
DataValue, 3.75, 6.9286E-07
DataValue, 3.7, 6.9308E-07
DataValue, 3.65, 6.9203999999999994E-07
DataValue, 3.6, 6.9124E-07
DataValue, 3.5500000000000003, 6.8994E-07
DataValue, 3.5, 6.8736E-07
DataValue, 3.45, 6.8486E-07
DataValue, 3.4, 6.8216E-07
DataValue, 3.35, 6.8213999999999994E-07
