
SetupTitle, Transfer(1)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vgs
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Ids
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.001
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/21/2020 18:54:46
MetaData, TestRecord.TestTarget, 0312a25
MetaData, TestRecord.IterationIndex, 18
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 9d64b558-68bc-43bc-b451-a0e9ee5e8b02
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgs
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Ids
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.9E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.0003449465332873405
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.0003449465332873405
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.0003449465332873405
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.0003449465332873405
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.0003449465332873405
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=Vgs, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=50 mV, No. of Steps=201, Compliance=50 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=Vds, Start=10 mV, Stop=30 mV, Step=20 mV, No. of Steps=2, Compliance=50 mA, Pwr Comp=OFF
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vds	0.01,0.03	0.01	0.02	2
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer(1)
Dimension1, 402, 402
Dimension2, 2, 2
DataName, Vgs, Ids
DataValue, -5, 1.0782000000000001E-10
DataValue, -4.95, 1.1782000000000001E-10
DataValue, -4.9, 1.1749E-10
DataValue, -4.8500000000000005, 1.2798E-10
DataValue, -4.8, 1.2226E-10
DataValue, -4.75, 1.2629E-10
DataValue, -4.7, 1.4668E-10
DataValue, -4.65, 1.4752000000000002E-10
DataValue, -4.6000000000000005, 1.5161E-10
DataValue, -4.55, 1.925E-10
DataValue, -4.5, 2.1371E-10
DataValue, -4.45, 2.3359E-10
DataValue, -4.4, 2.6217000000000004E-10
DataValue, -4.3500000000000005, 2.7135E-10
DataValue, -4.3, 3.004E-10
DataValue, -4.25, 3.3198000000000003E-10
DataValue, -4.2, 3.5866000000000003E-10
DataValue, -4.15, 4.3617000000000006E-10
DataValue, -4.1, 4.6584E-10
DataValue, -4.05, 5.0261000000000009E-10
DataValue, -4, 5.8235000000000006E-10
DataValue, -3.95, 6.2079000000000009E-10
DataValue, -3.9, 6.7242E-10
DataValue, -3.85, 7.6665E-10
DataValue, -3.8000000000000003, 8.0783000000000009E-10
DataValue, -3.75, 8.3883000000000009E-10
DataValue, -3.7, 9.1043E-10
DataValue, -3.65, 1.00094E-09
DataValue, -3.6, 1.07431E-09
DataValue, -3.5500000000000003, 1.077E-09
DataValue, -3.5, 1.0947E-09
DataValue, -3.45, 1.1801E-09
DataValue, -3.4, 1.2979E-09
DataValue, -3.35, 1.4349E-09
DataValue, -3.3000000000000003, 1.5906E-09
DataValue, -3.25, 1.7349E-09
DataValue, -3.2, 1.8495E-09
DataValue, -3.15, 1.9239E-09
DataValue, -3.1, 2.0844E-09
DataValue, -3.0500000000000003, 2.2566E-09
DataValue, -3, 2.4982E-09
DataValue, -2.95, 2.7575E-09
DataValue, -2.9, 2.9793E-09
DataValue, -2.85, 3.1316E-09
DataValue, -2.8000000000000003, 3.3523E-09
DataValue, -2.75, 3.4726E-09
DataValue, -2.7, 3.5662E-09
DataValue, -2.65, 3.4615E-09
DataValue, -2.6, 3.8327E-09
DataValue, -2.5500000000000003, 4.0825E-09
DataValue, -2.5, 4.5284E-09
DataValue, -2.45, 4.5574E-09
DataValue, -2.4, 4.9832E-09
DataValue, -2.35, 5.2847E-09
DataValue, -2.3000000000000003, 5.7306E-09
DataValue, -2.25, 6.1718E-09
DataValue, -2.2, 6.7226E-09
DataValue, -2.15, 7.2E-09
DataValue, -2.1, 7.3637E-09
DataValue, -2.05, 7.5791E-09
DataValue, -2, 7.9591E-09
DataValue, -1.95, 8.3942E-09
DataValue, -1.9000000000000001, 8.7479E-09
DataValue, -1.85, 9.1128E-09
DataValue, -1.8, 9.7484E-09
DataValue, -1.75, 9.8085E-09
DataValue, -1.7, 1.05416E-08
DataValue, -1.6500000000000001, 1.07144E-08
DataValue, -1.6, 1.09591E-08
DataValue, -1.55, 1.1331199999999998E-08
DataValue, -1.5, 1.19768E-08
DataValue, -1.45, 1.2359399999999999E-08
DataValue, -1.4000000000000001, 1.27294E-08
DataValue, -1.35, 1.3294399999999998E-08
DataValue, -1.3, 1.3795599999999998E-08
DataValue, -1.25, 1.4322999999999999E-08
DataValue, -1.2, 1.53928E-08
DataValue, -1.1500000000000001, 1.55854E-08
DataValue, -1.1, 1.61022E-08
DataValue, -1.05, 1.69692E-08
DataValue, -1, 1.7296599999999998E-08
DataValue, -0.95000000000000007, 1.78338E-08
DataValue, -0.9, 1.8573799999999997E-08
DataValue, -0.85, 1.91342E-08
DataValue, -0.8, 1.9611999999999997E-08
DataValue, -0.75, 2.0008199999999997E-08
DataValue, -0.70000000000000007, 2.09194E-08
DataValue, -0.65, 2.1224E-08
DataValue, -0.6, 2.1821199999999998E-08
DataValue, -0.55, 2.2768E-08
DataValue, -0.5, 2.3535599999999998E-08
DataValue, -0.45, 2.4115399999999996E-08
DataValue, -0.4, 2.467E-08
DataValue, -0.35000000000000003, 2.5580599999999997E-08
DataValue, -0.3, 2.6554399999999996E-08
DataValue, -0.25, 2.7334999999999996E-08
DataValue, -0.2, 2.8077799999999997E-08
DataValue, -0.15, 2.8659199999999996E-08
DataValue, -0.1, 2.9483799999999997E-08
DataValue, -0.05, 3.0640999999999996E-08
DataValue, 0, 3.1329599999999995E-08
DataValue, 0.05, 3.2336399999999994E-08
DataValue, 0.1, 3.3322199999999996E-08
DataValue, 0.15, 3.41702E-08
DataValue, 0.2, 3.50174E-08
DataValue, 0.25, 3.5618999999999996E-08
DataValue, 0.3, 3.6417599999999994E-08
DataValue, 0.35000000000000003, 3.7426599999999993E-08
DataValue, 0.4, 3.8071799999999994E-08
DataValue, 0.45, 3.9079199999999993E-08
DataValue, 0.5, 4.0010199999999997E-08
DataValue, 0.55, 4.1212999999999993E-08
DataValue, 0.6, 4.19356E-08
DataValue, 0.65, 4.2790999999999996E-08
DataValue, 0.70000000000000007, 4.3737199999999994E-08
DataValue, 0.75, 4.44276E-08
DataValue, 0.8, 4.53512E-08
DataValue, 0.85, 4.6169399999999997E-08
DataValue, 0.9, 4.7126999999999996E-08
DataValue, 0.95000000000000007, 4.8091199999999995E-08
DataValue, 1, 4.8868399999999993E-08
DataValue, 1.05, 4.9834999999999996E-08
DataValue, 1.1, 5.0376399999999996E-08
DataValue, 1.1500000000000001, 5.1199999999999995E-08
DataValue, 1.2, 5.2107E-08
DataValue, 1.25, 5.3351999999999994E-08
DataValue, 1.3, 5.3889999999999995E-08
DataValue, 1.35, 5.50786E-08
DataValue, 1.4000000000000001, 5.6045599999999996E-08
DataValue, 1.45, 5.6765599999999992E-08
DataValue, 1.5, 5.7307999999999993E-08
DataValue, 1.55, 5.7992199999999992E-08
DataValue, 1.6, 5.9138599999999996E-08
DataValue, 1.6500000000000001, 5.9938199999999988E-08
DataValue, 1.7, 6.09718E-08
DataValue, 1.75, 6.16612E-08
DataValue, 1.8, 6.2472999999999993E-08
DataValue, 1.85, 6.30062E-08
DataValue, 1.9000000000000001, 6.3653399999999989E-08
DataValue, 1.95, 6.43494E-08
DataValue, 2, 6.5330999999999991E-08
DataValue, 2.05, 6.5507399999999987E-08
DataValue, 2.1, 6.64984E-08
DataValue, 2.15, 6.7140199999999989E-08
DataValue, 2.2, 6.81536E-08
DataValue, 2.25, 6.8443999999999987E-08
DataValue, 2.3000000000000003, 6.92614E-08
DataValue, 2.35, 6.96418E-08
DataValue, 2.4, 7.0463799999999991E-08
DataValue, 2.45, 7.10548E-08
DataValue, 2.5, 7.2031199999999989E-08
DataValue, 2.5500000000000003, 7.27822E-08
DataValue, 2.6, 7.31122E-08
DataValue, 2.65, 7.3866599999999987E-08
DataValue, 2.7, 7.4932E-08
DataValue, 2.75, 7.56136E-08
DataValue, 2.8000000000000003, 7.6420999999999993E-08
DataValue, 2.85, 7.6810799999999988E-08
DataValue, 2.9, 7.77472E-08
DataValue, 2.95, 7.8235599999999992E-08
DataValue, 3, 7.8736799999999988E-08
DataValue, 3.0500000000000003, 7.90258E-08
DataValue, 3.1, 7.977999999999999E-08
DataValue, 3.15, 7.941039999999999E-08
DataValue, 3.2, 7.95598E-08
DataValue, 3.25, 7.966959999999999E-08
DataValue, 3.3000000000000003, 8.0643799999999993E-08
DataValue, 3.35, 8.297799999999999E-08
DataValue, 3.4, 8.3307599999999986E-08
DataValue, 3.45, 8.3658E-08
DataValue, 3.5, 8.4222599999999991E-08
DataValue, 3.5500000000000003, 8.4794999999999986E-08
DataValue, 3.6, 8.5048599999999988E-08
DataValue, 3.65, 8.434839999999999E-08
DataValue, 3.7, 8.46334E-08
DataValue, 3.75, 8.5332599999999992E-08
DataValue, 3.8000000000000003, 8.57098E-08
DataValue, 3.85, 8.597E-08
DataValue, 3.9, 8.64554E-08
DataValue, 3.95, 8.7171399999999989E-08
DataValue, 4, 8.7357599999999985E-08
DataValue, 4.05, 8.79944E-08
DataValue, 4.1, 8.87086E-08
DataValue, 4.15, 8.90728E-08
DataValue, 4.2, 8.92706E-08
DataValue, 4.25, 8.7219799999999985E-08
DataValue, 4.3, 8.8174399999999988E-08
DataValue, 4.3500000000000005, 8.8177799999999986E-08
DataValue, 4.4, 8.8795399999999991E-08
DataValue, 4.45, 8.9599599999999987E-08
DataValue, 4.5, 9.0011999999999986E-08
DataValue, 4.55, 9.05208E-08
DataValue, 4.6000000000000005, 9.06696E-08
DataValue, 4.65, 9.09432E-08
DataValue, 4.7, 9.1494999999999986E-08
DataValue, 4.75, 9.1925E-08
DataValue, 4.8, 9.2194999999999986E-08
DataValue, 4.8500000000000005, 9.28722E-08
DataValue, 4.9, 9.31776E-08
DataValue, 4.95, 9.3951999999999993E-08
DataValue, 5, 9.4426199999999986E-08
DataValue, 5, 9.4317399999999992E-08
DataValue, 4.95, 9.4113999999999992E-08
DataValue, 4.9, 9.3454E-08
DataValue, 4.8500000000000005, 9.2559799999999992E-08
DataValue, 4.8, 9.2374199999999988E-08
DataValue, 4.75, 9.20182E-08
DataValue, 4.7, 9.1798599999999992E-08
DataValue, 4.65, 9.1289999999999992E-08
DataValue, 4.6000000000000005, 9.2527599999999985E-08
DataValue, 4.55, 9.03546E-08
DataValue, 4.5, 8.9826999999999988E-08
DataValue, 4.45, 8.94906E-08
DataValue, 4.4, 8.9195999999999987E-08
DataValue, 4.3500000000000005, 8.84634E-08
DataValue, 4.3, 8.84418E-08
DataValue, 4.25, 8.82044E-08
DataValue, 4.2, 8.95626E-08
DataValue, 4.15, 8.91756E-08
DataValue, 4.1, 8.9181E-08
DataValue, 4.05, 8.87328E-08
DataValue, 4, 8.8040599999999992E-08
