
SetupTitle, Transfer(1)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vgs
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Ids
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.001
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/21/2020 19:38:35
MetaData, TestRecord.TestTarget, 0312a25
MetaData, TestRecord.IterationIndex, 43
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 75fd92cb-ea25-43b3-99ba-3ff9ed1c70be
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgs
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Ids
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.2E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 3E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.00040016006402561022
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.00040016006402561022
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.00040016006402561022
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.00040016006402561022
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.00040016006402561022
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=Vgs, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=50 mV, No. of Steps=201, Compliance=50 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=Vds, Start=10 mV, Stop=30 mV, Step=20 mV, No. of Steps=2, Compliance=50 mA, Pwr Comp=OFF
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vds	0.01,0.03	0.01	0.02	2
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer(1)
Dimension1, 402, 402
Dimension2, 2, 2
DataName, Vgs, Ids
DataValue, -5, 1.6144000000000001E-10
DataValue, -4.95, 1.2728E-10
DataValue, -4.9, 1.5531E-10
DataValue, -4.8500000000000005, 1.6555E-10
DataValue, -4.8, 1.9023000000000002E-10
DataValue, -4.75, 2.1291000000000002E-10
DataValue, -4.7, 2.1730000000000002E-10
DataValue, -4.65, 2.3327E-10
DataValue, -4.6000000000000005, 2.6258000000000004E-10
DataValue, -4.55, 2.8578E-10
DataValue, -4.5, 3.3716E-10
DataValue, -4.45, 3.5025E-10
DataValue, -4.4, 4.1701000000000004E-10
DataValue, -4.3500000000000005, 4.2049E-10
DataValue, -4.3, 4.4547E-10
DataValue, -4.25, 5.1128E-10
DataValue, -4.2, 5.4169E-10
DataValue, -4.15, 6.3674E-10
DataValue, -4.1, 6.9943E-10
DataValue, -4.05, 7.600400000000001E-10
DataValue, -4, 7.936E-10
DataValue, -3.95, 8.7631E-10
DataValue, -3.9, 9.5161E-10
DataValue, -3.85, 1.0045900000000002E-09
DataValue, -3.8000000000000003, 1.1249300000000002E-09
DataValue, -3.75, 1.2148E-09
DataValue, -3.7, 1.2912E-09
DataValue, -3.65, 1.3626E-09
DataValue, -3.6, 1.5273E-09
DataValue, -3.5500000000000003, 1.6152E-09
DataValue, -3.5, 1.7856E-09
DataValue, -3.45, 1.885E-09
DataValue, -3.4, 2.1241E-09
DataValue, -3.35, 2.2965E-09
DataValue, -3.3000000000000003, 2.315E-09
DataValue, -3.25, 2.4772E-09
DataValue, -3.2, 2.6825E-09
DataValue, -3.15, 2.9076999999999998E-09
DataValue, -3.1, 3.1165E-09
DataValue, -3.0500000000000003, 3.3926E-09
DataValue, -3, 3.5548E-09
DataValue, -2.95, 3.9391E-09
DataValue, -2.9, 4.1585E-09
DataValue, -2.85, 4.2761E-09
DataValue, -2.8000000000000003, 4.4496E-09
DataValue, -2.75, 4.8588E-09
DataValue, -2.7, 5.0727E-09
DataValue, -2.65, 5.2482E-09
DataValue, -2.6, 5.4951E-09
DataValue, -2.5500000000000003, 5.7637E-09
DataValue, -2.5, 6.0923E-09
DataValue, -2.45, 6.4164E-09
DataValue, -2.4, 6.7626E-09
DataValue, -2.35, 7.1221E-09
DataValue, -2.3000000000000003, 7.6173E-09
DataValue, -2.25, 8.1367E-09
DataValue, -2.2, 8.303E-09
DataValue, -2.15, 8.6618E-09
DataValue, -2.1, 8.9927E-09
DataValue, -2.05, 9.1669E-09
DataValue, -2, 9.7122E-09
DataValue, -1.95, 1.02953E-08
DataValue, -1.9000000000000001, 1.06982E-08
DataValue, -1.85, 1.14164E-08
DataValue, -1.8, 1.1885399999999999E-08
DataValue, -1.75, 1.2656199999999999E-08
DataValue, -1.7, 1.31632E-08
DataValue, -1.6500000000000001, 1.3742399999999998E-08
DataValue, -1.6, 1.4283799999999998E-08
DataValue, -1.55, 1.49538E-08
DataValue, -1.5, 1.54976E-08
DataValue, -1.45, 1.59512E-08
DataValue, -1.4000000000000001, 1.65968E-08
DataValue, -1.35, 1.67192E-08
DataValue, -1.3, 1.7556399999999997E-08
DataValue, -1.25, 1.83328E-08
DataValue, -1.2, 1.8891999999999998E-08
DataValue, -1.1500000000000001, 1.9438399999999997E-08
DataValue, -1.1, 1.9527199999999998E-08
DataValue, -1.05, 2.0449799999999997E-08
DataValue, -1, 2.14572E-08
DataValue, -0.95000000000000007, 2.2346599999999996E-08
DataValue, -0.9, 2.2605799999999997E-08
DataValue, -0.85, 2.3215199999999997E-08
DataValue, -0.8, 2.4092999999999996E-08
DataValue, -0.75, 2.4977199999999997E-08
DataValue, -0.70000000000000007, 2.5802399999999997E-08
DataValue, -0.65, 2.6307999999999996E-08
DataValue, -0.6, 2.6705199999999997E-08
DataValue, -0.55, 2.76736E-08
DataValue, -0.5, 2.8483799999999998E-08
DataValue, -0.45, 2.9195399999999996E-08
DataValue, -0.4, 3.0246E-08
DataValue, -0.35000000000000003, 3.11028E-08
DataValue, -0.3, 3.1664E-08
DataValue, -0.25, 3.2511799999999996E-08
DataValue, -0.2, 3.33116E-08
DataValue, -0.15, 3.4424199999999995E-08
DataValue, -0.1, 3.5013199999999995E-08
DataValue, -0.05, 3.5711399999999996E-08
DataValue, 0, 3.65546E-08
DataValue, 0.05, 3.7495399999999994E-08
DataValue, 0.1, 3.8430399999999996E-08
DataValue, 0.15, 3.91914E-08
DataValue, 0.2, 4.0082999999999996E-08
DataValue, 0.25, 4.0953599999999996E-08
DataValue, 0.3, 4.2078999999999996E-08
DataValue, 0.35000000000000003, 4.3035599999999994E-08
DataValue, 0.4, 4.3836199999999994E-08
DataValue, 0.45, 4.51052E-08
DataValue, 0.5, 4.62978E-08
DataValue, 0.55, 4.73522E-08
DataValue, 0.6, 4.8398399999999996E-08
DataValue, 0.65, 4.9041199999999993E-08
DataValue, 0.70000000000000007, 5.0237599999999995E-08
DataValue, 0.75, 5.1077599999999994E-08
DataValue, 0.8, 5.1624999999999994E-08
DataValue, 0.85, 5.2439399999999992E-08
DataValue, 0.9, 5.2618999999999996E-08
DataValue, 0.95000000000000007, 5.3446399999999996E-08
DataValue, 1, 5.4941199999999993E-08
DataValue, 1.05, 5.58492E-08
DataValue, 1.1, 5.7162599999999992E-08
DataValue, 1.1500000000000001, 5.7994799999999993E-08
DataValue, 1.2, 5.8793599999999995E-08
DataValue, 1.25, 5.9919E-08
DataValue, 1.3, 6.04374E-08
DataValue, 1.35, 6.13426E-08
DataValue, 1.4000000000000001, 6.2037799999999992E-08
DataValue, 1.45, 6.29366E-08
DataValue, 1.5, 6.35508E-08
DataValue, 1.55, 6.4543E-08
DataValue, 1.6, 6.53786E-08
DataValue, 1.6500000000000001, 6.557E-08
DataValue, 1.7, 6.58094E-08
DataValue, 1.75, 6.670259999999999E-08
DataValue, 1.8, 6.7376199999999992E-08
DataValue, 1.85, 6.800959999999999E-08
DataValue, 1.9000000000000001, 6.89376E-08
DataValue, 1.95, 6.9655799999999988E-08
DataValue, 2, 7.0239599999999991E-08
DataValue, 2.05, 7.11972E-08
DataValue, 2.1, 7.16546E-08
DataValue, 2.15, 7.2536599999999988E-08
DataValue, 2.2, 7.3368999999999987E-08
DataValue, 2.25, 7.4322E-08
DataValue, 2.3000000000000003, 7.4737999999999991E-08
DataValue, 2.35, 7.5018199999999988E-08
DataValue, 2.4, 7.5817799999999987E-08
DataValue, 2.45, 7.64624E-08
DataValue, 2.5, 7.70014E-08
DataValue, 2.5500000000000003, 7.6662199999999986E-08
DataValue, 2.6, 7.8342999999999989E-08
DataValue, 2.65, 7.8607399999999992E-08
DataValue, 2.7, 7.8868199999999986E-08
DataValue, 2.75, 7.9506399999999993E-08
DataValue, 2.8000000000000003, 7.99928E-08
DataValue, 2.85, 8.08184E-08
DataValue, 2.9, 8.09522E-08
DataValue, 2.95, 7.9596E-08
DataValue, 3, 8.061999999999999E-08
DataValue, 3.0500000000000003, 8.1244E-08
DataValue, 3.1, 8.2225799999999987E-08
DataValue, 3.15, 8.288399999999999E-08
DataValue, 3.2, 8.2954999999999991E-08
DataValue, 3.25, 8.3420199999999986E-08
DataValue, 3.3000000000000003, 8.39586E-08
DataValue, 3.35, 8.40582E-08
DataValue, 3.4, 8.4005999999999991E-08
DataValue, 3.45, 8.54602E-08
DataValue, 3.5, 8.6010599999999993E-08
DataValue, 3.5500000000000003, 8.6646199999999991E-08
DataValue, 3.6, 8.7515599999999993E-08
DataValue, 3.65, 8.7078599999999987E-08
DataValue, 3.7, 8.5652199999999989E-08
DataValue, 3.75, 8.5910199999999991E-08
DataValue, 3.8000000000000003, 8.640899999999999E-08
DataValue, 3.85, 8.6963799999999986E-08
DataValue, 3.9, 8.7290599999999989E-08
DataValue, 3.95, 8.802659999999999E-08
DataValue, 4, 8.8693599999999992E-08
DataValue, 4.05, 8.88026E-08
DataValue, 4.1, 8.95356E-08
DataValue, 4.15, 9.0185799999999987E-08
DataValue, 4.2, 9.0733799999999986E-08
DataValue, 4.25, 9.10786E-08
DataValue, 4.3, 9.13784E-08
DataValue, 4.3500000000000005, 9.2103799999999991E-08
DataValue, 4.4, 9.2556799999999989E-08
DataValue, 4.45, 9.2845799999999986E-08
DataValue, 4.5, 9.31228E-08
DataValue, 4.55, 9.3344599999999985E-08
DataValue, 4.6000000000000005, 9.403759999999999E-08
DataValue, 4.65, 9.4364399999999992E-08
DataValue, 4.7, 9.4815599999999985E-08
DataValue, 4.75, 9.40688E-08
DataValue, 4.8, 9.5343399999999991E-08
DataValue, 4.8500000000000005, 9.60122E-08
DataValue, 4.9, 9.6213799999999993E-08
DataValue, 4.95, 9.6557599999999988E-08
DataValue, 5, 9.5237199999999992E-08
DataValue, 5, 9.5208999999999989E-08
DataValue, 4.95, 9.4600999999999988E-08
DataValue, 4.9, 9.6091799999999987E-08
DataValue, 4.8500000000000005, 9.6168199999999989E-08
DataValue, 4.8, 9.44418E-08
DataValue, 4.75, 9.54088E-08
DataValue, 4.7, 9.3893399999999988E-08
DataValue, 4.65, 9.3939199999999989E-08
DataValue, 4.6000000000000005, 9.30506E-08
DataValue, 4.55, 9.2741E-08
DataValue, 4.5, 9.2227799999999986E-08
DataValue, 4.45, 9.3977E-08
DataValue, 4.4, 9.35078E-08
DataValue, 4.3500000000000005, 9.1783599999999988E-08
DataValue, 4.3, 9.0093599999999991E-08
DataValue, 4.25, 9.0791599999999988E-08
DataValue, 4.2, 9.1373E-08
DataValue, 4.15, 9.0669199999999987E-08
DataValue, 4.1, 9.0111399999999987E-08
