
SetupTitle, Transfer(1)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vgs
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Ids
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.001
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/21/2020 19:38:53
MetaData, TestRecord.TestTarget, 0312a25
MetaData, TestRecord.IterationIndex, 44
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 70670b59-ad39-4379-ac61-8dfee19f794b
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgs
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Ids
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 2.5E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 3.1E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.00080710250201775633
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.00080710250201775633
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.00080710250201775633
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.00080710250201775633
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.00080710250201775633
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=Vgs, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=50 mV, No. of Steps=201, Compliance=50 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=Vds, Start=10 mV, Stop=30 mV, Step=20 mV, No. of Steps=2, Compliance=50 mA, Pwr Comp=OFF
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vds	0.01,0.03	0.01	0.02	2
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer(1)
Dimension1, 402, 402
Dimension2, 2, 2
DataName, Vgs, Ids
DataValue, -5, 2.5997000000000003E-10
DataValue, -4.95, 2.5530000000000004E-10
DataValue, -4.9, 2.7535000000000004E-10
DataValue, -4.8500000000000005, 3.1888000000000004E-10
DataValue, -4.8, 3.2521E-10
DataValue, -4.75, 3.5114000000000004E-10
DataValue, -4.7, 4.0684E-10
DataValue, -4.65, 4.6633000000000008E-10
DataValue, -4.6000000000000005, 4.8604E-10
DataValue, -4.55, 5.6972000000000008E-10
DataValue, -4.5, 6.0714E-10
DataValue, -4.45, 6.9858000000000008E-10
DataValue, -4.4, 7.5273E-10
DataValue, -4.3500000000000005, 8.7254000000000007E-10
DataValue, -4.3, 9.1644000000000009E-10
DataValue, -4.25, 1.00573E-09
DataValue, -4.2, 1.122E-09
DataValue, -4.15, 1.13E-09
DataValue, -4.1, 1.2382E-09
DataValue, -4.05, 1.3456E-09
DataValue, -4, 1.537E-09
DataValue, -3.95, 1.6177E-09
DataValue, -3.9, 1.7835E-09
DataValue, -3.85, 1.7769E-09
DataValue, -3.8000000000000003, 1.7585E-09
DataValue, -3.75, 1.9589E-09
DataValue, -3.7, 2.1645E-09
DataValue, -3.65, 2.3869E-09
DataValue, -3.6, 2.7111E-09
DataValue, -3.5500000000000003, 2.8002E-09
DataValue, -3.5, 3.013E-09
DataValue, -3.45, 3.0466E-09
DataValue, -3.4, 3.2909E-09
DataValue, -3.35, 3.5277E-09
DataValue, -3.3000000000000003, 3.7331E-09
DataValue, -3.25, 3.9612E-09
DataValue, -3.2, 4.1412E-09
DataValue, -3.15, 4.3972E-09
DataValue, -3.1, 4.7029E-09
DataValue, -3.0500000000000003, 4.9495E-09
DataValue, -3, 5.1751E-09
DataValue, -2.95, 5.435E-09
DataValue, -2.9, 5.6097E-09
DataValue, -2.85, 5.8652E-09
DataValue, -2.8000000000000003, 6.3473E-09
DataValue, -2.75, 6.6072E-09
DataValue, -2.7, 7.0439E-09
DataValue, -2.65, 7.1156E-09
DataValue, -2.6, 7.3549E-09
DataValue, -2.5500000000000003, 7.5771E-09
DataValue, -2.5, 8.2714E-09
DataValue, -2.45, 8.369E-09
DataValue, -2.4, 8.0495999999999992E-09
DataValue, -2.35, 8.3718E-09
DataValue, -2.3000000000000003, 9.0178E-09
DataValue, -2.25, 9.2587E-09
DataValue, -2.2, 9.7804E-09
DataValue, -2.15, 9.7413E-09
DataValue, -2.1, 1.0206E-08
DataValue, -2.05, 1.05431E-08
DataValue, -2, 1.08718E-08
DataValue, -1.95, 1.14149E-08
DataValue, -1.9000000000000001, 1.2061599999999999E-08
DataValue, -1.85, 1.2688E-08
DataValue, -1.8, 1.2902999999999998E-08
DataValue, -1.75, 1.3311999999999999E-08
DataValue, -1.7, 1.3651599999999999E-08
DataValue, -1.6500000000000001, 1.4518599999999999E-08
DataValue, -1.6, 1.49942E-08
DataValue, -1.55, 1.58254E-08
DataValue, -1.5, 1.6486E-08
DataValue, -1.45, 1.683E-08
DataValue, -1.4000000000000001, 1.7168399999999997E-08
DataValue, -1.35, 1.8103199999999998E-08
DataValue, -1.3, 1.8671E-08
DataValue, -1.25, 1.92452E-08
DataValue, -1.2, 2.03796E-08
DataValue, -1.1500000000000001, 2.1127599999999997E-08
DataValue, -1.1, 2.20292E-08
DataValue, -1.05, 2.2294599999999997E-08
DataValue, -1, 2.31134E-08
DataValue, -0.95000000000000007, 2.4003999999999998E-08
DataValue, -0.9, 2.4672599999999997E-08
DataValue, -0.85, 2.5571399999999996E-08
DataValue, -0.8, 2.6405599999999997E-08
DataValue, -0.75, 2.7157399999999998E-08
DataValue, -0.70000000000000007, 2.8009399999999998E-08
DataValue, -0.65, 2.8815999999999998E-08
DataValue, -0.6, 3.0006199999999995E-08
DataValue, -0.55, 3.0250199999999994E-08
DataValue, -0.5, 3.11812E-08
DataValue, -0.45, 3.15584E-08
DataValue, -0.4, 3.26472E-08
DataValue, -0.35000000000000003, 3.32274E-08
DataValue, -0.3, 3.44076E-08
DataValue, -0.25, 3.54202E-08
DataValue, -0.2, 3.6115599999999996E-08
DataValue, -0.15, 3.73354E-08
DataValue, -0.1, 3.80344E-08
DataValue, -0.05, 3.9146399999999994E-08
DataValue, 0, 4.0109E-08
DataValue, 0.05, 4.1029199999999994E-08
DataValue, 0.1, 4.1621E-08
DataValue, 0.15, 4.26394E-08
DataValue, 0.2, 4.3488199999999996E-08
DataValue, 0.25, 4.45228E-08
DataValue, 0.3, 4.5609999999999996E-08
DataValue, 0.35000000000000003, 4.6603599999999997E-08
DataValue, 0.4, 4.7110199999999994E-08
DataValue, 0.45, 4.8048399999999996E-08
DataValue, 0.5, 4.8731999999999996E-08
DataValue, 0.55, 4.9906E-08
DataValue, 0.6, 5.0724E-08
DataValue, 0.65, 5.2143399999999994E-08
DataValue, 0.70000000000000007, 5.2618999999999996E-08
DataValue, 0.75, 5.34424E-08
DataValue, 0.8, 5.4457599999999995E-08
DataValue, 0.85, 5.54314E-08
DataValue, 0.9, 5.6092599999999996E-08
DataValue, 0.95000000000000007, 5.7152799999999991E-08
DataValue, 1, 5.8165399999999994E-08
DataValue, 1.05, 5.89958E-08
DataValue, 1.1, 5.96398E-08
DataValue, 1.1500000000000001, 5.9458999999999997E-08
DataValue, 1.2, 6.1449E-08
DataValue, 1.25, 6.19268E-08
DataValue, 1.3, 6.26738E-08
DataValue, 1.35, 6.3797599999999992E-08
DataValue, 1.4000000000000001, 6.45772E-08
DataValue, 1.45, 6.5453799999999988E-08
DataValue, 1.5, 6.6029799999999992E-08
DataValue, 1.55, 6.64722E-08
DataValue, 1.6, 6.770439999999999E-08
DataValue, 1.6500000000000001, 6.8031199999999993E-08
DataValue, 1.7, 6.94122E-08
DataValue, 1.75, 6.9815199999999991E-08
DataValue, 1.8, 7.05298E-08
DataValue, 1.85, 7.11328E-08
DataValue, 1.9000000000000001, 7.1819199999999987E-08
DataValue, 1.95, 7.2336E-08
DataValue, 2, 7.35336E-08
DataValue, 2.05, 7.3810399999999992E-08
DataValue, 2.1, 7.462759999999999E-08
DataValue, 2.15, 7.5398599999999991E-08
DataValue, 2.2, 7.5841399999999992E-08
DataValue, 2.25, 7.6628999999999991E-08
DataValue, 2.3000000000000003, 7.7393E-08
DataValue, 2.35, 7.8223999999999986E-08
DataValue, 2.4, 7.89518E-08
DataValue, 2.45, 7.9328399999999989E-08
DataValue, 2.5, 7.9498799999999992E-08
DataValue, 2.5500000000000003, 7.9843399999999991E-08
DataValue, 2.6, 8.0931999999999986E-08
DataValue, 2.65, 8.15808E-08
DataValue, 2.7, 8.20116E-08
DataValue, 2.75, 8.2203599999999991E-08
DataValue, 2.8000000000000003, 8.3032E-08
DataValue, 2.85, 8.34292E-08
DataValue, 2.9, 8.4220399999999991E-08
DataValue, 2.95, 8.4675599999999988E-08
DataValue, 3, 8.4969599999999991E-08
DataValue, 3.0500000000000003, 8.5080199999999989E-08
DataValue, 3.1, 8.57306E-08
DataValue, 3.15, 8.63646E-08
DataValue, 3.2, 8.5707999999999989E-08
DataValue, 3.25, 8.5365799999999987E-08
DataValue, 3.3000000000000003, 8.5917999999999989E-08
DataValue, 3.35, 8.6331E-08
DataValue, 3.4, 8.68406E-08
DataValue, 3.45, 8.7186399999999992E-08
DataValue, 3.5, 8.76762E-08
DataValue, 3.5500000000000003, 8.8386599999999988E-08
DataValue, 3.6, 8.85958E-08
DataValue, 3.65, 8.84922E-08
DataValue, 3.7, 8.79792E-08
DataValue, 3.75, 8.8294E-08
DataValue, 3.8000000000000003, 9.0616E-08
DataValue, 3.85, 9.1467E-08
DataValue, 3.9, 9.2007599999999991E-08
DataValue, 3.95, 9.0371799999999986E-08
DataValue, 4, 9.0679799999999991E-08
DataValue, 4.05, 9.3588999999999992E-08
DataValue, 4.1, 9.28506E-08
DataValue, 4.15, 9.2051199999999992E-08
DataValue, 4.2, 9.2012999999999992E-08
DataValue, 4.25, 9.2649799999999988E-08
DataValue, 4.3, 9.4005999999999988E-08
DataValue, 4.3500000000000005, 9.4029799999999991E-08
DataValue, 4.4, 9.45382E-08
DataValue, 4.45, 9.5970999999999993E-08
DataValue, 4.5, 9.4573E-08
DataValue, 4.55, 9.5326999999999991E-08
DataValue, 4.6000000000000005, 9.51112E-08
DataValue, 4.65, 9.60278E-08
DataValue, 4.7, 9.646119999999999E-08
DataValue, 4.75, 9.7090199999999989E-08
DataValue, 4.8, 9.6882E-08
DataValue, 4.8500000000000005, 9.7923999999999984E-08
DataValue, 4.9, 9.80324E-08
DataValue, 4.95, 9.7057199999999991E-08
DataValue, 5, 9.8124599999999992E-08
DataValue, 5, 9.93306E-08
DataValue, 4.95, 9.79908E-08
DataValue, 4.9, 9.7329399999999993E-08
DataValue, 4.8500000000000005, 9.6437399999999987E-08
DataValue, 4.8, 9.6801599999999987E-08
DataValue, 4.75, 9.5986799999999987E-08
DataValue, 4.7, 9.5863999999999991E-08
DataValue, 4.65, 9.5611799999999985E-08
DataValue, 4.6000000000000005, 9.4409E-08
DataValue, 4.55, 9.3637199999999991E-08
DataValue, 4.5, 9.20478E-08
DataValue, 4.45, 9.2998399999999992E-08
DataValue, 4.4, 9.24328E-08
DataValue, 4.3500000000000005, 9.3853599999999993E-08
DataValue, 4.3, 9.1174199999999991E-08
DataValue, 4.25, 9.058259999999999E-08
DataValue, 4.2, 8.9594999999999989E-08
DataValue, 4.15, 9.1205199999999986E-08
DataValue, 4.1, 9.185559999999999E-08
DataValue, 4.05, 8.9167199999999991E-08
DataValue, 4, 8.8601799999999991E-08
