
SetupTitle, Transfer(1)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vgs
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Ids
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.001
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/21/2020 19:44:44
MetaData, TestRecord.TestTarget, 0407c56
MetaData, TestRecord.IterationIndex, 49
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 643a8388-1c3d-4253-93af-2501ef4a5135
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgs
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Ids
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 2.9E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.4E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.0012097951691627383
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.0012097951691627383
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.0012097951691627383
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.0012097951691627383
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.0012097951691627383
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=Vgs, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=50 mV, No. of Steps=201, Compliance=50 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=Vds, Start=10 mV, Stop=30 mV, Step=20 mV, No. of Steps=2, Compliance=50 mA, Pwr Comp=OFF
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vds	0.01,0.03	0.01	0.02	2
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer(1)
Dimension1, 402, 402
Dimension2, 2, 2
DataName, Vgs, Ids
DataValue, -5, 2.9009E-09
DataValue, -4.95, 3.3432E-09
DataValue, -4.9, 3.8117E-09
DataValue, -4.8500000000000005, 4.0522E-09
DataValue, -4.8, 4.3735E-09
DataValue, -4.75, 4.8692E-09
DataValue, -4.7, 5.3991E-09
DataValue, -4.65, 6.2005E-09
DataValue, -4.6000000000000005, 6.0261E-09
DataValue, -4.55, 6.7944E-09
DataValue, -4.5, 8.2548E-09
DataValue, -4.45, 9.5036E-09
DataValue, -4.4, 1.01619E-08
DataValue, -4.3500000000000005, 1.01213E-08
DataValue, -4.3, 1.06898E-08
DataValue, -4.25, 1.2494E-08
DataValue, -4.2, 1.3824799999999999E-08
DataValue, -4.15, 1.4302999999999999E-08
DataValue, -4.1, 1.6535E-08
DataValue, -4.05, 1.8766199999999998E-08
DataValue, -4, 2.0495999999999997E-08
DataValue, -3.95, 2.1817199999999997E-08
DataValue, -3.9, 2.19732E-08
DataValue, -3.85, 2.41488E-08
DataValue, -3.8000000000000003, 2.6204399999999996E-08
DataValue, -3.75, 2.87238E-08
DataValue, -3.7, 2.9746199999999998E-08
DataValue, -3.65, 3.17024E-08
DataValue, -3.6, 3.4400599999999996E-08
DataValue, -3.5500000000000003, 3.5944999999999995E-08
DataValue, -3.5, 3.7924599999999995E-08
DataValue, -3.45, 4.0255199999999996E-08
DataValue, -3.4, 4.11694E-08
DataValue, -3.35, 4.5967E-08
DataValue, -3.3000000000000003, 4.87368E-08
DataValue, -3.25, 4.9880999999999995E-08
DataValue, -3.2, 5.2297999999999996E-08
DataValue, -3.15, 5.6467999999999993E-08
DataValue, -3.1, 5.98764E-08
DataValue, -3.0500000000000003, 6.05464E-08
DataValue, -3, 6.37066E-08
DataValue, -2.95, 6.7624399999999992E-08
DataValue, -2.9, 7.24442E-08
DataValue, -2.85, 7.58224E-08
DataValue, -2.8000000000000003, 7.76564E-08
DataValue, -2.75, 7.94548E-08
DataValue, -2.7, 8.19056E-08
DataValue, -2.65, 8.800359999999999E-08
DataValue, -2.6, 9.1957399999999989E-08
DataValue, -2.5500000000000003, 9.454399999999999E-08
DataValue, -2.5, 9.7785999999999986E-08
DataValue, -2.45, 1.0430639999999999E-07
DataValue, -2.4, 1.100852E-07
DataValue, -2.35, 1.1408319999999999E-07
DataValue, -2.3000000000000003, 1.1411999999999999E-07
DataValue, -2.25, 1.1682E-07
DataValue, -2.2, 1.2398E-07
DataValue, -2.15, 1.2566E-07
DataValue, -2.1, 1.3322E-07
DataValue, -2.05, 1.3928E-07
DataValue, -2, 1.4382E-07
DataValue, -1.95, 1.507E-07
DataValue, -1.9000000000000001, 1.5736E-07
DataValue, -1.85, 1.6382E-07
DataValue, -1.8, 1.7036E-07
DataValue, -1.75, 1.785E-07
DataValue, -1.7, 1.8428E-07
DataValue, -1.6500000000000001, 1.8997999999999999E-07
DataValue, -1.6, 1.9544E-07
DataValue, -1.55, 2.0272E-07
DataValue, -1.5, 2.0984E-07
DataValue, -1.45, 2.1581999999999998E-07
DataValue, -1.4000000000000001, 2.2192E-07
DataValue, -1.35, 2.2996E-07
DataValue, -1.3, 2.3744E-07
DataValue, -1.25, 2.436E-07
DataValue, -1.2, 2.4972E-07
DataValue, -1.1500000000000001, 2.5816E-07
DataValue, -1.1, 2.6468E-07
DataValue, -1.05, 2.6854E-07
DataValue, -1, 2.7474E-07
DataValue, -0.95000000000000007, 2.8074E-07
DataValue, -0.9, 2.8518E-07
DataValue, -0.85, 2.9498E-07
DataValue, -0.8, 2.9786E-07
DataValue, -0.75, 3.014E-07
DataValue, -0.70000000000000007, 3.066E-07
DataValue, -0.65, 3.1426E-07
DataValue, -0.6, 3.2196E-07
DataValue, -0.55, 3.2778E-07
DataValue, -0.5, 3.3404E-07
DataValue, -0.45, 3.4064E-07
DataValue, -0.4, 3.4496E-07
DataValue, -0.35000000000000003, 3.5046E-07
DataValue, -0.3, 3.5864E-07
DataValue, -0.25, 3.6501999999999997E-07
DataValue, -0.2, 3.6912E-07
DataValue, -0.15, 3.7598E-07
DataValue, -0.1, 3.8054E-07
DataValue, -0.05, 3.8616E-07
DataValue, 0, 3.9272E-07
DataValue, 0.05, 3.9951999999999997E-07
DataValue, 0.1, 4.0324E-07
DataValue, 0.15, 4.0922E-07
DataValue, 0.2, 4.1596E-07
DataValue, 0.25, 4.2136E-07
DataValue, 0.3, 4.2978E-07
DataValue, 0.35000000000000003, 4.3726E-07
DataValue, 0.4, 4.4296E-07
DataValue, 0.45, 4.509E-07
DataValue, 0.5, 4.5829999999999997E-07
DataValue, 0.55, 4.6483999999999997E-07
DataValue, 0.6, 4.6959999999999997E-07
DataValue, 0.65, 4.734E-07
DataValue, 0.70000000000000007, 4.8178E-07
DataValue, 0.75, 4.872E-07
DataValue, 0.8, 4.9506E-07
DataValue, 0.85, 5.0064E-07
DataValue, 0.9, 5.0572E-07
DataValue, 0.95000000000000007, 5.1092E-07
DataValue, 1, 5.1552E-07
DataValue, 1.05, 5.214E-07
DataValue, 1.1, 5.2566E-07
DataValue, 1.1500000000000001, 5.309E-07
DataValue, 1.2, 5.3692E-07
DataValue, 1.25, 5.4028E-07
DataValue, 1.3, 5.4726E-07
DataValue, 1.35, 5.5016E-07
DataValue, 1.4000000000000001, 5.5522E-07
DataValue, 1.45, 5.6284E-07
DataValue, 1.5, 5.6204E-07
DataValue, 1.55, 5.7024E-07
DataValue, 1.6, 5.7378E-07
DataValue, 1.6500000000000001, 5.7804E-07
DataValue, 1.7, 5.8168E-07
DataValue, 1.75, 5.9048E-07
DataValue, 1.8, 5.9466E-07
DataValue, 1.85, 5.9828E-07
DataValue, 1.9000000000000001, 5.9826E-07
DataValue, 1.95, 6.0206E-07
DataValue, 2, 6.104E-07
DataValue, 2.05, 6.1176E-07
DataValue, 2.1, 6.157E-07
DataValue, 2.15, 6.1934E-07
DataValue, 2.2, 6.247E-07
DataValue, 2.25, 6.3E-07
DataValue, 2.3000000000000003, 6.3364E-07
DataValue, 2.35, 6.3894E-07
DataValue, 2.4, 6.4328E-07
DataValue, 2.45, 6.4655999999999993E-07
DataValue, 2.5, 6.5202E-07
DataValue, 2.5500000000000003, 6.5318E-07
DataValue, 2.6, 6.5596E-07
DataValue, 2.65, 6.6355999999999994E-07
DataValue, 2.7, 6.6554E-07
DataValue, 2.75, 6.6866E-07
DataValue, 2.8000000000000003, 6.707E-07
DataValue, 2.85, 6.7528E-07
DataValue, 2.9, 6.7849999999999994E-07
DataValue, 2.95, 6.8212E-07
DataValue, 3, 6.863E-07
DataValue, 3.0500000000000003, 6.8936E-07
DataValue, 3.1, 6.9136E-07
DataValue, 3.15, 6.934E-07
DataValue, 3.2, 6.9728E-07
DataValue, 3.25, 7.016E-07
DataValue, 3.3000000000000003, 7.0304E-07
DataValue, 3.35, 7.0634E-07
DataValue, 3.4, 7.097E-07
DataValue, 3.45, 7.145E-07
DataValue, 3.5, 7.1644E-07
DataValue, 3.5500000000000003, 7.1922E-07
DataValue, 3.6, 7.2212E-07
DataValue, 3.65, 7.2746E-07
DataValue, 3.7, 7.285E-07
DataValue, 3.75, 7.3432E-07
DataValue, 3.8000000000000003, 7.3476E-07
DataValue, 3.85, 7.4E-07
DataValue, 3.9, 7.4126E-07
DataValue, 3.95, 7.4714E-07
DataValue, 4, 7.5076E-07
DataValue, 4.05, 7.4962E-07
DataValue, 4.1, 7.5004E-07
DataValue, 4.15, 7.5442E-07
DataValue, 4.2, 7.5582E-07
DataValue, 4.25, 7.6068E-07
DataValue, 4.3, 7.6466E-07
DataValue, 4.3500000000000005, 7.6672E-07
DataValue, 4.4, 7.6818E-07
DataValue, 4.45, 7.7052E-07
DataValue, 4.5, 7.7144E-07
DataValue, 4.55, 7.759E-07
DataValue, 4.6000000000000005, 7.7658E-07
DataValue, 4.65, 7.7922E-07
DataValue, 4.7, 7.7958E-07
DataValue, 4.75, 7.7834E-07
DataValue, 4.8, 7.8594E-07
DataValue, 4.8500000000000005, 7.8514E-07
DataValue, 4.9, 7.8814E-07
DataValue, 4.95, 7.8974E-07
DataValue, 5, 7.906E-07
DataValue, 5, 7.9228E-07
DataValue, 4.95, 7.9034E-07
DataValue, 4.9, 7.8895999999999994E-07
DataValue, 4.8500000000000005, 7.8508E-07
DataValue, 4.8, 7.8409999999999993E-07
DataValue, 4.75, 7.809E-07
DataValue, 4.7, 7.8014E-07
DataValue, 4.65, 7.7984E-07
DataValue, 4.6000000000000005, 7.7719999999999994E-07
DataValue, 4.55, 7.7326E-07
DataValue, 4.5, 7.6971999999999993E-07
DataValue, 4.45, 7.6638E-07
DataValue, 4.4, 7.6236E-07
DataValue, 4.3500000000000005, 7.5842E-07
DataValue, 4.3, 7.5536E-07
DataValue, 4.25, 7.5498E-07
DataValue, 4.2, 7.4958E-07
DataValue, 4.15, 7.4726E-07
DataValue, 4.1, 7.4329999999999994E-07
DataValue, 4.05, 7.403E-07
DataValue, 4, 7.3562E-07
DataValue, 3.95, 7.3614E-07
DataValue, 3.9, 7.3143999999999994E-07
DataValue, 3.85, 7.2806E-07
DataValue, 3.8000000000000003, 7.2522E-07
DataValue, 3.75, 7.2176E-07
DataValue, 3.7, 7.1964E-07
DataValue, 3.65, 7.133E-07
DataValue, 3.6, 7.118E-07
DataValue, 3.5500000000000003, 7.1122E-07
DataValue, 3.5, 7.0524E-07
DataValue, 3.45, 7.0406E-07
DataValue, 3.4, 6.9816E-07
DataValue, 3.35, 6.9718E-07
DataValue, 3.3000000000000003, 6.9212E-07
