
SetupTitle, Transfer(1)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vgs
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Ids
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.001
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/21/2020 18:57:14
MetaData, TestRecord.TestTarget, 0407c56
MetaData, TestRecord.IterationIndex, 20
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 371f5cff-2e04-4870-a283-053e01047c4e
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgs
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Ids
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.6E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.3E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.00069613644274277764
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.00069613644274277764
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.00069613644274277764
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.00069613644274277764
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.00069613644274277764
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=Vgs, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=50 mV, No. of Steps=201, Compliance=50 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=Vds, Start=10 mV, Stop=30 mV, Step=20 mV, No. of Steps=2, Compliance=50 mA, Pwr Comp=OFF
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vds	0.01,0.03	0.01	0.02	2
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer(1)
Dimension1, 402, 402
Dimension2, 2, 2
DataName, Vgs, Ids
DataValue, -5, 1.831E-09
DataValue, -4.95, 2.1792E-09
DataValue, -4.9, 2.1341E-09
DataValue, -4.8500000000000005, 2.1905E-09
DataValue, -4.8, 2.2155E-09
DataValue, -4.75, 2.2507E-09
DataValue, -4.7, 2.5486E-09
DataValue, -4.65, 2.4403E-09
DataValue, -4.6000000000000005, 2.7528E-09
DataValue, -4.55, 2.7692E-09
DataValue, -4.5, 2.781E-09
DataValue, -4.45, 2.8744E-09
DataValue, -4.4, 3.1085E-09
DataValue, -4.3500000000000005, 3.2348E-09
DataValue, -4.3, 3.2088E-09
DataValue, -4.25, 3.26E-09
DataValue, -4.2, 3.2577E-09
DataValue, -4.15, 3.7869E-09
DataValue, -4.1, 3.9138E-09
DataValue, -4.05, 4.3242E-09
DataValue, -4, 3.9347E-09
DataValue, -3.95, 4.0624E-09
DataValue, -3.9, 4.1152E-09
DataValue, -3.85, 4.5101999999999996E-09
DataValue, -3.8000000000000003, 4.9449E-09
DataValue, -3.75, 5.2947E-09
DataValue, -3.7, 6.0674E-09
DataValue, -3.65, 6.0213E-09
DataValue, -3.6, 6.0485E-09
DataValue, -3.5500000000000003, 6.3586E-09
DataValue, -3.5, 6.5935E-09
DataValue, -3.45, 6.7863E-09
DataValue, -3.4, 7.6717E-09
DataValue, -3.35, 7.7842E-09
DataValue, -3.3000000000000003, 8.085E-09
DataValue, -3.25, 8.8865E-09
DataValue, -3.2, 9.6091E-09
DataValue, -3.15, 1.03041E-08
DataValue, -3.1, 1.02307E-08
DataValue, -3.0500000000000003, 1.2928399999999999E-08
DataValue, -3, 1.2741399999999998E-08
DataValue, -2.95, 1.5407799999999997E-08
DataValue, -2.9, 1.5890599999999998E-08
DataValue, -2.85, 1.7919999999999998E-08
DataValue, -2.8000000000000003, 1.7490199999999997E-08
DataValue, -2.75, 1.9472799999999998E-08
DataValue, -2.7, 2.07816E-08
DataValue, -2.65, 2.0914399999999996E-08
DataValue, -2.6, 2.2129E-08
DataValue, -2.5500000000000003, 2.4701199999999998E-08
DataValue, -2.5, 2.38524E-08
DataValue, -2.45, 2.5645199999999997E-08
DataValue, -2.4, 2.8778999999999996E-08
DataValue, -2.35, 2.9455599999999997E-08
DataValue, -2.3000000000000003, 3.1360799999999995E-08
DataValue, -2.25, 3.4440599999999995E-08
DataValue, -2.2, 3.5865E-08
DataValue, -2.15, 3.8335399999999994E-08
DataValue, -2.1, 4.0337E-08
DataValue, -2.05, 4.32578E-08
DataValue, -2, 4.4707799999999995E-08
DataValue, -1.95, 4.7689E-08
DataValue, -1.9000000000000001, 5.0104799999999993E-08
DataValue, -1.85, 5.2724599999999996E-08
DataValue, -1.8, 5.6593599999999995E-08
DataValue, -1.75, 6.3954999999999993E-08
DataValue, -1.7, 6.521299999999999E-08
DataValue, -1.6500000000000001, 7.03824E-08
DataValue, -1.6, 7.3478199999999989E-08
DataValue, -1.55, 8.02248E-08
DataValue, -1.5, 8.47112E-08
DataValue, -1.45, 8.8370199999999988E-08
DataValue, -1.4000000000000001, 9.2757199999999986E-08
DataValue, -1.35, 9.8837799999999991E-08
DataValue, -1.3, 1.0332999999999999E-07
DataValue, -1.25, 1.0741839999999999E-07
DataValue, -1.2, 1.1417839999999999E-07
DataValue, -1.1500000000000001, 1.2144E-07
DataValue, -1.1, 1.2252E-07
DataValue, -1.05, 1.2802E-07
DataValue, -1, 1.2914E-07
DataValue, -0.95000000000000007, 1.3486E-07
DataValue, -0.9, 1.3912E-07
DataValue, -0.85, 1.4375999999999999E-07
DataValue, -0.8, 1.5003999999999999E-07
DataValue, -0.75, 1.5474E-07
DataValue, -0.70000000000000007, 1.6064E-07
DataValue, -0.65, 1.6752E-07
DataValue, -0.6, 1.744E-07
DataValue, -0.55, 1.7716E-07
DataValue, -0.5, 1.8706E-07
DataValue, -0.45, 1.9324E-07
DataValue, -0.4, 2E-07
DataValue, -0.35000000000000003, 2.0734E-07
DataValue, -0.3, 2.1086E-07
DataValue, -0.25, 2.1716E-07
DataValue, -0.2, 2.2473999999999999E-07
DataValue, -0.15, 2.3032E-07
DataValue, -0.1, 2.3776E-07
DataValue, -0.05, 2.4502E-07
DataValue, 0, 2.5217999999999997E-07
DataValue, 0.05, 2.5776E-07
DataValue, 0.1, 2.6374E-07
DataValue, 0.15, 2.6996E-07
DataValue, 0.2, 2.7954E-07
DataValue, 0.25, 2.8406E-07
DataValue, 0.3, 2.9318E-07
DataValue, 0.35000000000000003, 2.9716E-07
DataValue, 0.4, 3.0494E-07
DataValue, 0.45, 3.1078E-07
DataValue, 0.5, 3.162E-07
DataValue, 0.55, 3.2276E-07
DataValue, 0.6, 3.3051999999999997E-07
DataValue, 0.65, 3.3714E-07
DataValue, 0.70000000000000007, 3.4398E-07
DataValue, 0.75, 3.515E-07
DataValue, 0.8, 3.5726E-07
DataValue, 0.85, 3.644E-07
DataValue, 0.9, 3.712E-07
DataValue, 0.95000000000000007, 3.7925999999999997E-07
DataValue, 1, 3.8532E-07
DataValue, 1.05, 3.902E-07
DataValue, 1.1, 3.972E-07
DataValue, 1.1500000000000001, 4.0304E-07
DataValue, 1.2, 4.0948E-07
DataValue, 1.25, 4.1284E-07
DataValue, 1.3, 4.2124E-07
DataValue, 1.35, 4.275E-07
DataValue, 1.4000000000000001, 4.321E-07
DataValue, 1.45, 4.3604E-07
DataValue, 1.5, 4.4118E-07
DataValue, 1.55, 4.5136E-07
DataValue, 1.6, 4.5549999999999997E-07
DataValue, 1.6500000000000001, 4.6032E-07
DataValue, 1.7, 4.679E-07
DataValue, 1.75, 4.7197999999999997E-07
DataValue, 1.8, 4.8006E-07
DataValue, 1.85, 4.856E-07
DataValue, 1.9000000000000001, 4.8814E-07
DataValue, 1.95, 4.9246E-07
DataValue, 2, 4.9832E-07
DataValue, 2.05, 5.0552E-07
DataValue, 2.1, 5.0994E-07
DataValue, 2.15, 5.155E-07
DataValue, 2.2, 5.1922E-07
DataValue, 2.25, 5.2616E-07
DataValue, 2.3000000000000003, 5.3112E-07
DataValue, 2.35, 5.3686E-07
DataValue, 2.4, 5.434E-07
DataValue, 2.45, 5.4956E-07
DataValue, 2.5, 5.5516E-07
DataValue, 2.5500000000000003, 5.5934E-07
DataValue, 2.6, 5.6274E-07
DataValue, 2.65, 5.635E-07
DataValue, 2.7, 5.6904E-07
DataValue, 2.75, 5.7604E-07
DataValue, 2.8000000000000003, 5.7772E-07
DataValue, 2.85, 5.8034E-07
DataValue, 2.9, 5.8658E-07
DataValue, 2.95, 5.9371999999999995E-07
DataValue, 3, 5.9595999999999994E-07
DataValue, 3.0500000000000003, 5.9744E-07
DataValue, 3.1, 6.0468E-07
DataValue, 3.15, 6.0992E-07
DataValue, 3.2, 6.1558E-07
DataValue, 3.25, 6.1712E-07
DataValue, 3.3000000000000003, 6.1916E-07
DataValue, 3.35, 6.229E-07
DataValue, 3.4, 6.2594E-07
DataValue, 3.45, 6.3166E-07
DataValue, 3.5, 6.3482E-07
DataValue, 3.5500000000000003, 6.3774E-07
DataValue, 3.6, 6.3874E-07
DataValue, 3.65, 6.4665999999999994E-07
DataValue, 3.7, 6.5124E-07
DataValue, 3.75, 6.5278E-07
DataValue, 3.8000000000000003, 6.5767999999999994E-07
DataValue, 3.85, 6.604E-07
DataValue, 3.9, 6.6424E-07
DataValue, 3.95, 6.6738E-07
DataValue, 4, 6.6978E-07
DataValue, 4.05, 6.7792E-07
DataValue, 4.1, 6.7966E-07
DataValue, 4.15, 6.84E-07
DataValue, 4.2, 6.857E-07
DataValue, 4.25, 6.8839999999999994E-07
DataValue, 4.3, 6.9296E-07
DataValue, 4.3500000000000005, 6.9836E-07
DataValue, 4.4, 6.9997999999999995E-07
DataValue, 4.45, 7.035E-07
DataValue, 4.5, 7.076E-07
DataValue, 4.55, 7.1002E-07
DataValue, 4.6000000000000005, 7.1546E-07
DataValue, 4.65, 7.1764E-07
DataValue, 4.7, 7.2134E-07
DataValue, 4.75, 7.2376E-07
DataValue, 4.8, 7.2512E-07
DataValue, 4.8500000000000005, 7.3252E-07
DataValue, 4.9, 7.3316E-07
DataValue, 4.95, 7.3494E-07
DataValue, 5, 7.3708E-07
DataValue, 5, 7.3858E-07
DataValue, 4.95, 7.3502E-07
DataValue, 4.9, 7.369E-07
DataValue, 4.8500000000000005, 7.3534E-07
DataValue, 4.8, 7.3619999999999994E-07
DataValue, 4.75, 7.3474E-07
DataValue, 4.7, 7.3338E-07
DataValue, 4.65, 7.3349999999999994E-07
DataValue, 4.6000000000000005, 7.3171999999999994E-07
DataValue, 4.55, 7.2929999999999995E-07
DataValue, 4.5, 7.2873999999999995E-07
DataValue, 4.45, 7.299E-07
DataValue, 4.4, 7.2832E-07
DataValue, 4.3500000000000005, 7.2624E-07
DataValue, 4.3, 7.2415999999999994E-07
DataValue, 4.25, 7.24E-07
DataValue, 4.2, 7.213E-07
DataValue, 4.15, 7.2146E-07
DataValue, 4.1, 7.1618E-07
DataValue, 4.05, 7.1652E-07
DataValue, 4, 7.1346E-07
DataValue, 3.95, 7.0932E-07
DataValue, 3.9, 7.0972E-07
DataValue, 3.85, 7.0862E-07
DataValue, 3.8000000000000003, 7.075E-07
DataValue, 3.75, 7.0656E-07
DataValue, 3.7, 7.065E-07
DataValue, 3.65, 7.0472E-07
DataValue, 3.6, 7.0092E-07
DataValue, 3.5500000000000003, 7.0104E-07
DataValue, 3.5, 6.9868E-07
DataValue, 3.45, 6.9516E-07
DataValue, 3.4, 6.9374E-07
