
SetupTitle, Transfer(1)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vgs
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Ids
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.001
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/21/2020 18:27:00
MetaData, TestRecord.TestTarget, 0407c56
MetaData, TestRecord.IterationIndex, 7
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, e33f2fea-6642-43c0-bd29-0912f6efd998
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgs
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Ids
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 4.9E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.4E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.00020420835920667135
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.00020420835920667135
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.00020420835920667135
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.00020420835920667135
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.00020420835920667135
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=Vgs, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=50 mV, No. of Steps=201, Compliance=50 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=Vds, Start=10 mV, Stop=30 mV, Step=20 mV, No. of Steps=2, Compliance=50 mA, Pwr Comp=OFF
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vds	0.01,0.03	0.01	0.02	2
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer(1)
Dimension1, 402, 402
Dimension2, 2, 2
DataName, Vgs, Ids
DataValue, -5, 5.8578E-10
DataValue, -4.95, 4.913E-10
DataValue, -4.9, 5.1616E-10
DataValue, -4.8500000000000005, 5.9465E-10
DataValue, -4.8, 6.5093E-10
DataValue, -4.75, 7.4926000000000006E-10
DataValue, -4.7, 7.5673E-10
DataValue, -4.65, 9.438E-10
DataValue, -4.6000000000000005, 8.3852E-10
DataValue, -4.55, 1.02326E-09
DataValue, -4.5, 1.1905E-09
DataValue, -4.45, 1.2192E-09
DataValue, -4.4, 1.2643E-09
DataValue, -4.3500000000000005, 1.2895E-09
DataValue, -4.3, 1.4973E-09
DataValue, -4.25, 1.5286E-09
DataValue, -4.2, 1.8683E-09
DataValue, -4.15, 1.9205E-09
DataValue, -4.1, 2.3281E-09
DataValue, -4.05, 2.1995E-09
DataValue, -4, 2.5948E-09
DataValue, -3.95, 2.8787E-09
DataValue, -3.9, 3.2478E-09
DataValue, -3.85, 3.4111E-09
DataValue, -3.8000000000000003, 3.5619E-09
DataValue, -3.75, 3.8435E-09
DataValue, -3.7, 4.4484E-09
DataValue, -3.65, 5.0311E-09
DataValue, -3.6, 5.6221E-09
DataValue, -3.5500000000000003, 6.2478E-09
DataValue, -3.5, 7.087E-09
DataValue, -3.45, 7.9664E-09
DataValue, -3.4, 9.7312E-09
DataValue, -3.35, 1.06357E-08
DataValue, -3.3000000000000003, 1.04378E-08
DataValue, -3.25, 1.3608799999999999E-08
DataValue, -3.2, 1.4747799999999998E-08
DataValue, -3.15, 1.6980199999999998E-08
DataValue, -3.1, 1.8510399999999997E-08
DataValue, -3.0500000000000003, 2.0343E-08
DataValue, -3, 2.17008E-08
DataValue, -2.95, 2.4324999999999998E-08
DataValue, -2.9, 2.5784599999999997E-08
DataValue, -2.85, 2.8937999999999997E-08
DataValue, -2.8000000000000003, 2.9963599999999994E-08
DataValue, -2.75, 3.2389399999999995E-08
DataValue, -2.7, 3.2738399999999994E-08
DataValue, -2.65, 3.56396E-08
DataValue, -2.6, 3.9319599999999996E-08
DataValue, -2.5500000000000003, 4.15222E-08
DataValue, -2.5, 4.4497199999999996E-08
DataValue, -2.45, 4.9461599999999995E-08
DataValue, -2.4, 5.1960199999999994E-08
DataValue, -2.35, 5.64316E-08
DataValue, -2.3000000000000003, 6.12104E-08
DataValue, -2.25, 6.48046E-08
DataValue, -2.2, 6.6876E-08
DataValue, -2.15, 7.0069999999999992E-08
DataValue, -2.1, 7.3641999999999992E-08
DataValue, -2.05, 7.8386799999999988E-08
DataValue, -2, 8.3430999999999988E-08
DataValue, -1.95, 8.764599999999999E-08
DataValue, -1.9000000000000001, 9.2652199999999986E-08
DataValue, -1.85, 9.770039999999999E-08
DataValue, -1.8, 1.0051799999999999E-07
DataValue, -1.75, 1.0387339999999999E-07
DataValue, -1.7, 1.1054899999999999E-07
DataValue, -1.6500000000000001, 1.1415119999999999E-07
DataValue, -1.6, 1.2386E-07
DataValue, -1.55, 1.289E-07
DataValue, -1.5, 1.3104E-07
DataValue, -1.45, 1.3746E-07
DataValue, -1.4000000000000001, 1.414E-07
DataValue, -1.35, 1.4186E-07
DataValue, -1.3, 1.48E-07
DataValue, -1.25, 1.5458E-07
DataValue, -1.2, 1.6182E-07
DataValue, -1.1500000000000001, 1.6612E-07
DataValue, -1.1, 1.7492E-07
DataValue, -1.05, 1.8192E-07
DataValue, -1, 1.8702E-07
DataValue, -0.95000000000000007, 1.907E-07
DataValue, -0.9, 1.9726E-07
DataValue, -0.85, 2.0622E-07
DataValue, -0.8, 2.1172E-07
DataValue, -0.75, 2.1648E-07
DataValue, -0.70000000000000007, 2.2454E-07
DataValue, -0.65, 2.3068E-07
DataValue, -0.6, 2.3848E-07
DataValue, -0.55, 2.4854E-07
DataValue, -0.5, 2.5455999999999997E-07
DataValue, -0.45, 2.6276E-07
DataValue, -0.4, 2.6842E-07
DataValue, -0.35000000000000003, 2.7758E-07
DataValue, -0.3, 2.8247999999999997E-07
DataValue, -0.25, 2.9143999999999997E-07
DataValue, -0.2, 2.9615999999999997E-07
DataValue, -0.15, 3.0422E-07
DataValue, -0.1, 3.1193999999999997E-07
DataValue, -0.05, 3.1958E-07
DataValue, 0, 3.2336E-07
DataValue, 0.05, 3.304E-07
DataValue, 0.1, 3.382E-07
DataValue, 0.15, 3.4368E-07
DataValue, 0.2, 3.4878E-07
DataValue, 0.25, 3.5636E-07
DataValue, 0.3, 3.6408E-07
DataValue, 0.35000000000000003, 3.6812E-07
DataValue, 0.4, 3.7477999999999997E-07
DataValue, 0.45, 3.8088E-07
DataValue, 0.5, 3.8796E-07
DataValue, 0.55, 3.9526E-07
DataValue, 0.6, 4.0126E-07
DataValue, 0.65, 4.088E-07
DataValue, 0.70000000000000007, 4.1445999999999997E-07
DataValue, 0.75, 4.1903999999999997E-07
DataValue, 0.8, 4.2608E-07
DataValue, 0.85, 4.2906E-07
DataValue, 0.9, 4.3696E-07
DataValue, 0.95000000000000007, 4.4008E-07
DataValue, 1, 4.482E-07
DataValue, 1.05, 4.54E-07
DataValue, 1.1, 4.5798E-07
DataValue, 1.1500000000000001, 4.6406E-07
DataValue, 1.2, 4.7126E-07
DataValue, 1.25, 4.7638E-07
DataValue, 1.3, 4.8042E-07
DataValue, 1.35, 4.8688E-07
DataValue, 1.4000000000000001, 4.9252E-07
DataValue, 1.45, 4.9888E-07
DataValue, 1.5, 5.0512E-07
DataValue, 1.55, 5.0916E-07
DataValue, 1.6, 5.1527999999999994E-07
DataValue, 1.6500000000000001, 5.1898E-07
DataValue, 1.7, 5.2496E-07
DataValue, 1.75, 5.307E-07
DataValue, 1.8, 5.3346E-07
DataValue, 1.85, 5.3572E-07
DataValue, 1.9000000000000001, 5.4128E-07
DataValue, 1.95, 5.4578E-07
DataValue, 2, 5.511E-07
DataValue, 2.05, 5.5598E-07
DataValue, 2.1, 5.6042E-07
DataValue, 2.15, 5.653E-07
DataValue, 2.2, 5.6653999999999994E-07
DataValue, 2.25, 5.723E-07
DataValue, 2.3000000000000003, 5.7702E-07
DataValue, 2.35, 5.8178E-07
DataValue, 2.4, 5.846E-07
DataValue, 2.45, 5.9202E-07
DataValue, 2.5, 5.9492E-07
DataValue, 2.5500000000000003, 5.983E-07
DataValue, 2.6, 6.0508E-07
DataValue, 2.65, 6.096E-07
DataValue, 2.7, 6.157E-07
DataValue, 2.75, 6.1922E-07
DataValue, 2.8000000000000003, 6.2452E-07
DataValue, 2.85, 6.2722E-07
DataValue, 2.9, 6.3268E-07
DataValue, 2.95, 6.3456E-07
DataValue, 3, 6.3918E-07
DataValue, 3.0500000000000003, 6.4357999999999994E-07
DataValue, 3.1, 6.4688E-07
DataValue, 3.15, 6.5152E-07
DataValue, 3.2, 6.568E-07
DataValue, 3.25, 6.5897999999999994E-07
DataValue, 3.3000000000000003, 6.6532E-07
DataValue, 3.35, 6.6868E-07
DataValue, 3.4, 6.732E-07
DataValue, 3.45, 6.758E-07
DataValue, 3.5, 6.7818E-07
DataValue, 3.5500000000000003, 6.8482E-07
DataValue, 3.6, 6.867E-07
DataValue, 3.65, 6.9137999999999993E-07
DataValue, 3.7, 6.9432E-07
DataValue, 3.75, 6.9997999999999995E-07
DataValue, 3.8000000000000003, 7.0378E-07
DataValue, 3.85, 7.07E-07
DataValue, 3.9, 7.0753999999999994E-07
DataValue, 3.95, 7.0827999999999993E-07
DataValue, 4, 7.1394E-07
DataValue, 4.05, 7.1932E-07
DataValue, 4.1, 7.2148E-07
DataValue, 4.15, 7.2466E-07
DataValue, 4.2, 7.273E-07
DataValue, 4.25, 7.2962E-07
DataValue, 4.3, 7.3178E-07
DataValue, 4.3500000000000005, 7.3412E-07
DataValue, 4.4, 7.383E-07
DataValue, 4.45, 7.4318E-07
DataValue, 4.5, 7.4637999999999994E-07
DataValue, 4.55, 7.4696E-07
DataValue, 4.6000000000000005, 7.4888E-07
DataValue, 4.65, 7.5126E-07
DataValue, 4.7, 7.568E-07
DataValue, 4.75, 7.5861999999999995E-07
DataValue, 4.8, 7.639E-07
DataValue, 4.8500000000000005, 7.6598E-07
DataValue, 4.9, 7.6858E-07
DataValue, 4.95, 7.7156E-07
DataValue, 5, 7.7484E-07
DataValue, 5, 7.7396E-07
DataValue, 4.95, 7.7062E-07
DataValue, 4.9, 7.7194E-07
DataValue, 4.8500000000000005, 7.712E-07
DataValue, 4.8, 7.67E-07
DataValue, 4.75, 7.6764E-07
DataValue, 4.7, 7.6812E-07
DataValue, 4.65, 7.6644E-07
DataValue, 4.6000000000000005, 7.621E-07
DataValue, 4.55, 7.6326E-07
DataValue, 4.5, 7.5838E-07
DataValue, 4.45, 7.5442E-07
DataValue, 4.4, 7.521E-07
DataValue, 4.3500000000000005, 7.5056E-07
DataValue, 4.3, 7.507E-07
DataValue, 4.25, 7.4634E-07
DataValue, 4.2, 7.463E-07
DataValue, 4.15, 7.4454E-07
DataValue, 4.1, 7.4105999999999994E-07
DataValue, 4.05, 7.3488E-07
DataValue, 4, 7.3216E-07
DataValue, 3.95, 7.2975999999999994E-07
DataValue, 3.9, 7.2364E-07
DataValue, 3.85, 7.2206E-07
DataValue, 3.8000000000000003, 7.197E-07
DataValue, 3.75, 7.1274E-07
DataValue, 3.7, 7.1226E-07
DataValue, 3.65, 7.0883999999999993E-07
DataValue, 3.6, 7.0575999999999994E-07
DataValue, 3.5500000000000003, 7.036E-07
DataValue, 3.5, 6.974E-07
DataValue, 3.45, 6.944E-07
DataValue, 3.4, 6.9014E-07
DataValue, 3.35, 6.8244E-07
